QID,W1,W2,Sim,input_condition,model,layer,pooling,cosine_similarity,word1_context_sentence_count,word2_context_sentence_count,model_name
270,öğrenci,hayta,0.833333333,contextual,BERTurk,1,mean,0.3037192161328709,15,15,dbmdz/bert-base-turkish-cased
271,araba,petrol,1.416666667,contextual,BERTurk,1,mean,0.3108488439418595,14,15,dbmdz/bert-base-turkish-cased
272,şiddetli,sarsıcı,6.25,contextual,BERTurk,1,mean,0.4559949161368688,15,15,dbmdz/bert-base-turkish-cased
273,su,deniz,3.666666667,contextual,BERTurk,1,mean,0.4030284260382737,14,15,dbmdz/bert-base-turkish-cased
274,başlamadılarsa,başladılarsa,0.0,contextual,BERTurk,1,mean,0.8555510538078259,15,15,dbmdz/bert-base-turkish-cased
275,normalleşiyor,anormalleşiyor,0.0,contextual,BERTurk,1,mean,0.8001052959200001,15,15,dbmdz/bert-base-turkish-cased
276,kan,kırmızı,1.833333333,contextual,BERTurk,1,mean,0.29027571027968857,15,15,dbmdz/bert-base-turkish-cased
277,beyaz,papatya,1.333333333,contextual,BERTurk,1,mean,0.33164922154004206,14,15,dbmdz/bert-base-turkish-cased
278,kıyı,ormanlık,0.5,contextual,BERTurk,1,mean,0.38651087645449356,14,15,dbmdz/bert-base-turkish-cased
279,orman,kabristan,0.666666667,contextual,BERTurk,1,mean,0.3056218926663983,15,13,dbmdz/bert-base-turkish-cased
280,üşengen,harika,0.25,contextual,BERTurk,1,mean,0.2719053657472038,15,15,dbmdz/bert-base-turkish-cased
281,normalleşiyor,ısınmış,0.166666667,contextual,BERTurk,1,mean,0.3507137998415474,15,15,dbmdz/bert-base-turkish-cased
282,radyo,müzik,3.583333333,contextual,BERTurk,1,mean,0.44453565411853146,15,15,dbmdz/bert-base-turkish-cased
283,suçlu,masum,0.0,contextual,BERTurk,1,mean,0.4819652205068182,15,15,dbmdz/bert-base-turkish-cased
284,erkekçene,yüreklicesine,3.583333333,contextual,BERTurk,1,mean,0.49166450909693693,15,15,dbmdz/bert-base-turkish-cased
285,ısınmış,barıştırılırken,0.666666667,contextual,BERTurk,1,mean,0.5258536111896551,15,15,dbmdz/bert-base-turkish-cased
286,pratikleştirsin,kavramsallaştırsın,0.166666667,contextual,BERTurk,1,mean,0.6418775041149503,15,15,dbmdz/bert-base-turkish-cased
287,televizyon,cenin,0.25,contextual,BERTurk,1,mean,0.31088778235036796,15,15,dbmdz/bert-base-turkish-cased
288,pimpirikli,bıçak,0.166666667,contextual,BERTurk,1,mean,0.281142435360884,15,15,dbmdz/bert-base-turkish-cased
289,mezarlık,ormanlık,1.083333333,contextual,BERTurk,1,mean,0.7165122482805738,14,15,dbmdz/bert-base-turkish-cased
290,mutluluk,harika,2.0,contextual,BERTurk,1,mean,0.38613517275110487,15,15,dbmdz/bert-base-turkish-cased
291,hastane,rahatsız,2.166666667,contextual,BERTurk,1,mean,0.32965989972338183,15,15,dbmdz/bert-base-turkish-cased
292,özgür,yardım,0.166666667,contextual,BERTurk,1,mean,0.2364423652824541,15,15,dbmdz/bert-base-turkish-cased
293,horultu,saray,0.25,contextual,BERTurk,1,mean,0.23077242093626515,15,15,dbmdz/bert-base-turkish-cased
294,üretim,sanatçı,1.166666667,contextual,BERTurk,1,mean,0.36202688910134717,15,15,dbmdz/bert-base-turkish-cased
295,peşinatsız,ekonomi,0.666666667,contextual,BERTurk,1,mean,0.26544865685199914,15,15,dbmdz/bert-base-turkish-cased
296,mutfak,ocak,1.666666667,contextual,BERTurk,1,mean,0.3848097865282991,15,14,dbmdz/bert-base-turkish-cased
297,böcek,kelebek,2.5,contextual,BERTurk,1,mean,0.5160217559076108,12,13,dbmdz/bert-base-turkish-cased
298,çenebazlığına,geçirgen,0.166666667,contextual,BERTurk,1,mean,0.3934619429407885,15,15,dbmdz/bert-base-turkish-cased
299,geçirgen,cam,1.166666667,contextual,BERTurk,1,mean,0.21418900038367805,15,15,dbmdz/bert-base-turkish-cased
300,beyaz,külot,1.416666667,contextual,BERTurk,1,mean,0.2682949535345672,14,14,dbmdz/bert-base-turkish-cased
301,tımarhane,deli,2.333333333,contextual,BERTurk,1,mean,0.26670514320253,15,15,dbmdz/bert-base-turkish-cased
302,muhalefetçiler,kemalci,2.090909091,contextual,BERTurk,1,mean,0.45667311635757857,15,15,dbmdz/bert-base-turkish-cased
303,savaştırılırken,cezalandırışı,0.666666667,contextual,BERTurk,1,mean,0.4524193158253067,15,15,dbmdz/bert-base-turkish-cased
304,zaman,ikindi,1.833333333,contextual,BERTurk,1,mean,0.35667222116909403,14,15,dbmdz/bert-base-turkish-cased
305,atatürkist,tecrübelenme,0.25,contextual,BERTurk,1,mean,0.24541267904705744,15,15,dbmdz/bert-base-turkish-cased
306,lamba,geceleyin,1.333333333,contextual,BERTurk,1,mean,0.3672733399674175,13,15,dbmdz/bert-base-turkish-cased
307,sabır,sabırsızlık,0.166666667,contextual,BERTurk,1,mean,0.5088266466229828,15,15,dbmdz/bert-base-turkish-cased
308,transparan,deneyimleme,0.166666667,contextual,BERTurk,1,mean,0.34390006947996454,15,15,dbmdz/bert-base-turkish-cased
309,haşarı,hayta,7.5,contextual,BERTurk,1,mean,0.3778846983388815,15,15,dbmdz/bert-base-turkish-cased
310,yiyecek,horoz,0.833333333,contextual,BERTurk,1,mean,0.2511495034973765,15,15,dbmdz/bert-base-turkish-cased
311,yoğurt,inançlılık,0.25,contextual,BERTurk,1,mean,0.29206565027800113,14,15,dbmdz/bert-base-turkish-cased
312,kıtlıklarda,bolluklarda,0.0,contextual,BERTurk,1,mean,0.7199681756095697,15,15,dbmdz/bert-base-turkish-cased
313,siyah,beyaz,0.0,contextual,BERTurk,1,mean,0.6251218009498134,15,14,dbmdz/bert-base-turkish-cased
314,otomobil,tren,4.0,contextual,BERTurk,1,mean,0.42511487965763295,15,9,dbmdz/bert-base-turkish-cased
315,mutluluk,sicim,0.25,contextual,BERTurk,1,mean,0.2504732230456276,15,15,dbmdz/bert-base-turkish-cased
316,fırın,ocak,6.666666667,contextual,BERTurk,1,mean,0.433429491895728,15,14,dbmdz/bert-base-turkish-cased
317,ipek,kapüşon,0.833333333,contextual,BERTurk,1,mean,0.2840479335945698,15,14,dbmdz/bert-base-turkish-cased
318,savunmaktaydılar,saldırmaktaydılar,1.0,contextual,BERTurk,1,mean,0.7777915989764866,15,15,dbmdz/bert-base-turkish-cased
319,bitki,enginar,2.916666667,contextual,BERTurk,1,mean,0.3364115936814396,15,15,dbmdz/bert-base-turkish-cased
320,hukuk,nezle,0.25,contextual,BERTurk,1,mean,0.2905074962009415,15,15,dbmdz/bert-base-turkish-cased
321,horultu,gürültü,5.166666667,contextual,BERTurk,1,mean,0.3935049393573258,15,15,dbmdz/bert-base-turkish-cased
322,süt,peynir,3.25,contextual,BERTurk,1,mean,0.4293137870009778,14,15,dbmdz/bert-base-turkish-cased
323,bağışlayışı,cezalandırışı,0.083333333,contextual,BERTurk,1,mean,0.5367603310236011,15,15,dbmdz/bert-base-turkish-cased
324,su,çiçek,0.916666667,contextual,BERTurk,1,mean,0.29518500723826624,14,14,dbmdz/bert-base-turkish-cased
325,taşıt,gemicik,2.666666667,contextual,BERTurk,1,mean,0.3115583844980847,15,15,dbmdz/bert-base-turkish-cased
326,yiyecek,meyve,2.833333333,contextual,BERTurk,1,mean,0.44660231539637096,15,14,dbmdz/bert-base-turkish-cased
327,kuşku,şüphe,9.083333333,contextual,BERTurk,1,mean,0.7759686600197004,15,15,dbmdz/bert-base-turkish-cased
328,çocuk,anne,2.166666667,contextual,BERTurk,1,mean,0.4472961418856338,15,15,dbmdz/bert-base-turkish-cased
329,iyiliyorsun,kötülüyorsun,0.0,contextual,BERTurk,1,mean,0.8244617824187154,15,15,dbmdz/bert-base-turkish-cased
330,şeffaf,saydam,8.5,contextual,BERTurk,1,mean,0.3782743985155803,15,15,dbmdz/bert-base-turkish-cased
331,teizm,çerçeve,0.25,contextual,BERTurk,1,mean,0.22848893450305097,15,15,dbmdz/bert-base-turkish-cased
332,anormalleşiyor,kapüşon,0.181818182,contextual,BERTurk,1,mean,0.26784017357630285,15,14,dbmdz/bert-base-turkish-cased
333,sevgili,mutluluk,2.0,contextual,BERTurk,1,mean,0.3183590282905733,15,15,dbmdz/bert-base-turkish-cased
334,delilim,televizyon,0.166666667,contextual,BERTurk,1,mean,0.29509531541889644,15,15,dbmdz/bert-base-turkish-cased
335,sofra,bıçak,1.416666667,contextual,BERTurk,1,mean,0.27172603474955626,15,15,dbmdz/bert-base-turkish-cased
336,ipek,gömlek,1.75,contextual,BERTurk,1,mean,0.46778901675848616,15,15,dbmdz/bert-base-turkish-cased
337,sanatçı,heykel,1.5,contextual,BERTurk,1,mean,0.4000458812562343,15,15,dbmdz/bert-base-turkish-cased
338,medya,yağcılık,0.75,contextual,BERTurk,1,mean,0.30575303696519285,15,15,dbmdz/bert-base-turkish-cased
339,din,ibadet,3.5,contextual,BERTurk,1,mean,0.4145391062118329,15,15,dbmdz/bert-base-turkish-cased
340,tutsak,yakın,0.166666667,contextual,BERTurk,1,mean,0.24991320885316037,15,15,dbmdz/bert-base-turkish-cased
341,zarar,para,0.666666667,contextual,BERTurk,1,mean,0.21219590449143366,15,15,dbmdz/bert-base-turkish-cased
342,ateistlik,sekülerizmciler,1.75,contextual,BERTurk,1,mean,0.6280292305161347,15,15,dbmdz/bert-base-turkish-cased
343,sabahlardaki,kahvaltı,1.25,contextual,BERTurk,1,mean,0.3591774382734011,15,15,dbmdz/bert-base-turkish-cased
344,kadın,anne,3.583333333,contextual,BERTurk,1,mean,0.5054161877425071,15,15,dbmdz/bert-base-turkish-cased
345,sabır,mühendis,0.333333333,contextual,BERTurk,1,mean,0.33183083322757956,15,15,dbmdz/bert-base-turkish-cased
346,yakın,sıkı,4.083333333,contextual,BERTurk,1,mean,0.31587255774022194,15,15,dbmdz/bert-base-turkish-cased
347,saray,kral,2.666666667,contextual,BERTurk,1,mean,0.5151808441310614,15,15,dbmdz/bert-base-turkish-cased
348,damar,mezar,0.25,contextual,BERTurk,1,mean,0.26849799078173975,15,15,dbmdz/bert-base-turkish-cased
349,kuyumcu,mücevher,2.5,contextual,BERTurk,1,mean,0.4951419818073639,15,15,dbmdz/bert-base-turkish-cased
350,müzik,ses,4.333333333,contextual,BERTurk,1,mean,0.40077223304104304,15,15,dbmdz/bert-base-turkish-cased
351,alet,terazi,2.0,contextual,BERTurk,1,mean,0.26627788065841607,15,15,dbmdz/bert-base-turkish-cased
352,kesintili,manavınkiler,0.166666667,contextual,BERTurk,1,mean,0.5045022368681452,15,15,dbmdz/bert-base-turkish-cased
353,cansız,ahşap,0.833333333,contextual,BERTurk,1,mean,0.3149891031519414,15,15,dbmdz/bert-base-turkish-cased
354,otobüs,sefer,1.583333333,contextual,BERTurk,1,mean,0.26380748586253355,15,15,dbmdz/bert-base-turkish-cased
355,kahvaltı,adalet,0.25,contextual,BERTurk,1,mean,0.22109710724782627,15,15,dbmdz/bert-base-turkish-cased
356,cam,büyücü,0.25,contextual,BERTurk,1,mean,0.22480584080403587,15,15,dbmdz/bert-base-turkish-cased
357,anarşist,somurtma,0.166666667,contextual,BERTurk,1,mean,0.45222994151137363,15,15,dbmdz/bert-base-turkish-cased
358,kıtlıklarda,tüketim,0.833333333,contextual,BERTurk,1,mean,0.29223965042880884,15,15,dbmdz/bert-base-turkish-cased
359,kitaphane,kitap,2.75,contextual,BERTurk,1,mean,0.7332900628026771,15,15,dbmdz/bert-base-turkish-cased
360,kuşku,sabırsızlık,0.416666667,contextual,BERTurk,1,mean,0.3215657592353971,15,15,dbmdz/bert-base-turkish-cased
361,çiçek,papatya,3.333333333,contextual,BERTurk,1,mean,0.41235948491148633,14,15,dbmdz/bert-base-turkish-cased
362,manken,kelebek,0.25,contextual,BERTurk,1,mean,0.3722847859021641,15,13,dbmdz/bert-base-turkish-cased
363,ıslak,yağmur,1.833333333,contextual,BERTurk,1,mean,0.3614846751190398,15,15,dbmdz/bert-base-turkish-cased
364,mühendis,üretim,1.166666667,contextual,BERTurk,1,mean,0.3744644990697795,15,15,dbmdz/bert-base-turkish-cased
365,süreli,ebediyeten,0.833333333,contextual,BERTurk,1,mean,0.3098561438066185,15,15,dbmdz/bert-base-turkish-cased
366,cisim,cihaz,1.916666667,contextual,BERTurk,1,mean,0.4022847584886444,15,15,dbmdz/bert-base-turkish-cased
367,korumaktaydılar,öldürülüşündeki,0.166666667,contextual,BERTurk,1,mean,0.37717682196306146,15,15,dbmdz/bert-base-turkish-cased
368,aile,somut,0.166666667,contextual,BERTurk,1,mean,0.19320365954964225,15,15,dbmdz/bert-base-turkish-cased
369,ses,horultu,3.5,contextual,BERTurk,1,mean,0.32854137643718384,15,15,dbmdz/bert-base-turkish-cased
370,sesteş,evetçiler,0.166666667,contextual,BERTurk,1,mean,0.2917162662866257,15,15,dbmdz/bert-base-turkish-cased
371,kemalci,kemalizmcilerden,5.25,contextual,BERTurk,1,mean,0.7551584717619848,15,15,dbmdz/bert-base-turkish-cased
372,şiddetli,yorgunluk,0.333333333,contextual,BERTurk,1,mean,0.31257186038010487,15,14,dbmdz/bert-base-turkish-cased
373,papatya,gülüş,0.333333333,contextual,BERTurk,1,mean,0.3150590786239672,15,15,dbmdz/bert-base-turkish-cased
374,ocak,kabristan,0.25,contextual,BERTurk,1,mean,0.349473060291809,14,13,dbmdz/bert-base-turkish-cased
375,tecrübelenme,alışkın,2.833333333,contextual,BERTurk,1,mean,0.3085178873340628,15,15,dbmdz/bert-base-turkish-cased
376,haşarı,pimpirikli,0.25,contextual,BERTurk,1,mean,0.3786572296398687,15,15,dbmdz/bert-base-turkish-cased
377,transparan,yoğurt,0.166666667,contextual,BERTurk,1,mean,0.3064816283065448,15,14,dbmdz/bert-base-turkish-cased
378,oruç,taksi,0.25,contextual,BERTurk,1,mean,0.2344374820741797,15,12,dbmdz/bert-base-turkish-cased
379,kuyumcu,terazi,0.583333333,contextual,BERTurk,1,mean,0.30523730806369076,15,15,dbmdz/bert-base-turkish-cased
380,oğlan,delikanlı,4.666666667,contextual,BERTurk,1,mean,0.4859457669573901,15,15,dbmdz/bert-base-turkish-cased
381,mezarlık,tavuk,0.25,contextual,BERTurk,1,mean,0.29454210953326065,14,15,dbmdz/bert-base-turkish-cased
382,hamile,dükkan,0.25,contextual,BERTurk,1,mean,0.3301923176367886,15,15,dbmdz/bert-base-turkish-cased
383,primatçaları,zeki,0.166666667,contextual,BERTurk,1,mean,0.28855187471927946,15,15,dbmdz/bert-base-turkish-cased
384,hastane,tıp,2.5,contextual,BERTurk,1,mean,0.508255729725728,15,15,dbmdz/bert-base-turkish-cased
385,terazi,tıp,0.25,contextual,BERTurk,1,mean,0.232847779843097,15,15,dbmdz/bert-base-turkish-cased
386,avare,uyumlu,0.166666667,contextual,BERTurk,1,mean,0.24414320369415277,8,15,dbmdz/bert-base-turkish-cased
387,sabırsızlık,gözlükçü,0.25,contextual,BERTurk,1,mean,0.3954241749910632,15,14,dbmdz/bert-base-turkish-cased
388,kum,kadeh,0.416666667,contextual,BERTurk,1,mean,0.2152002864976541,15,13,dbmdz/bert-base-turkish-cased
389,cinayetindeki,öldürülüşündeki,6.5,contextual,BERTurk,1,mean,0.5616270544515009,15,15,dbmdz/bert-base-turkish-cased
390,primatçaları,maymungilleri,6.333333333,contextual,BERTurk,1,mean,0.5375663260844081,15,15,dbmdz/bert-base-turkish-cased
391,sihirbaz,öncülük,0.25,contextual,BERTurk,1,mean,0.2560314932336931,15,15,dbmdz/bert-base-turkish-cased
392,kuş,tavuk,2.833333333,contextual,BERTurk,1,mean,0.441455641887053,15,15,dbmdz/bert-base-turkish-cased
393,giysi,ceket,3.0,contextual,BERTurk,1,mean,0.4827101612015634,15,14,dbmdz/bert-base-turkish-cased
394,pamuk,üretim,1.083333333,contextual,BERTurk,1,mean,0.2858480027103726,14,15,dbmdz/bert-base-turkish-cased
395,noksan,eksik,9.333333333,contextual,BERTurk,1,mean,0.6593894935371593,15,15,dbmdz/bert-base-turkish-cased
396,taşıt,otobüs,3.666666667,contextual,BERTurk,1,mean,0.4478351838562882,15,15,dbmdz/bert-base-turkish-cased
397,eşya,radyo,2.083333333,contextual,BERTurk,1,mean,0.21750000117965818,15,15,dbmdz/bert-base-turkish-cased
398,satmışlardır,almışlardır,0.083333333,contextual,BERTurk,1,mean,0.5471741381263313,15,15,dbmdz/bert-base-turkish-cased
399,cihaz,televizyon,2.5,contextual,BERTurk,1,mean,0.3634280007735129,15,15,dbmdz/bert-base-turkish-cased
400,suskunluğuna,brüt,0.166666667,contextual,BERTurk,1,mean,0.2665981953057468,15,15,dbmdz/bert-base-turkish-cased
401,suskunluğuna,konuşkanlığına,0.0,contextual,BERTurk,1,mean,0.5593927019352246,15,15,dbmdz/bert-base-turkish-cased
402,geceleyin,erkekçene,0.166666667,contextual,BERTurk,1,mean,0.42900950204483435,15,15,dbmdz/bert-base-turkish-cased
403,medya,kral,0.25,contextual,BERTurk,1,mean,0.154559466096292,15,15,dbmdz/bert-base-turkish-cased
404,iyiliyorsun,pratikleştirsin,1.0,contextual,BERTurk,1,mean,0.5637864528011993,15,15,dbmdz/bert-base-turkish-cased
405,şüphe,mutluluk,0.25,contextual,BERTurk,1,mean,0.3400653181102078,15,15,dbmdz/bert-base-turkish-cased
406,memur,polis,3.583333333,contextual,BERTurk,1,mean,0.45531835060925396,15,15,dbmdz/bert-base-turkish-cased
407,meslek,kuyumcu,2.166666667,contextual,BERTurk,1,mean,0.23892427892678914,15,15,dbmdz/bert-base-turkish-cased
408,fırın,öncülük,0.25,contextual,BERTurk,1,mean,0.15684605938889917,15,15,dbmdz/bert-base-turkish-cased
409,eski,yaşlıymışçasına,1.833333333,contextual,BERTurk,1,mean,0.3586190194928558,15,15,dbmdz/bert-base-turkish-cased
410,masum,dostçasına,0.75,contextual,BERTurk,1,mean,0.3643607769056736,15,15,dbmdz/bert-base-turkish-cased
411,lokanta,dükkan,2.25,contextual,BERTurk,1,mean,0.533660677590105,15,15,dbmdz/bert-base-turkish-cased
412,ebleh,akıllı,0.0,contextual,BERTurk,1,mean,0.3286347713993465,15,15,dbmdz/bert-base-turkish-cased
413,vitrin,televizyon,0.333333333,contextual,BERTurk,1,mean,0.40622400486529964,15,15,dbmdz/bert-base-turkish-cased
414,şeffaf,opak,1.166666667,contextual,BERTurk,1,mean,0.38282814481816474,15,15,dbmdz/bert-base-turkish-cased
415,dua,ölü,0.75,contextual,BERTurk,1,mean,0.19816571059199373,14,15,dbmdz/bert-base-turkish-cased
416,yorgunluk,sarsıcı,0.333333333,contextual,BERTurk,1,mean,0.3654658851647087,14,15,dbmdz/bert-base-turkish-cased
417,davadaş,yoldaş,7.833333333,contextual,BERTurk,1,mean,0.4425110848550915,15,13,dbmdz/bert-base-turkish-cased
418,özgür,serbest,6.75,contextual,BERTurk,1,mean,0.5514243301567612,15,13,dbmdz/bert-base-turkish-cased
419,gözlük,cam,3.416666667,contextual,BERTurk,1,mean,0.3718282001590656,15,15,dbmdz/bert-base-turkish-cased
420,vicdan,pıhtı,0.25,contextual,BERTurk,1,mean,0.26880098022789745,15,15,dbmdz/bert-base-turkish-cased
421,gülüş,gül,1.833333333,contextual,BERTurk,1,mean,0.5050681952635958,15,15,dbmdz/bert-base-turkish-cased
422,kahvaltı,zeytin,1.166666667,contextual,BERTurk,1,mean,0.3997996987257477,15,15,dbmdz/bert-base-turkish-cased
423,ceket,kapüşon,2.083333333,contextual,BERTurk,1,mean,0.3893396544255583,14,14,dbmdz/bert-base-turkish-cased
424,araba,seyahat,1.25,contextual,BERTurk,1,mean,0.3302716755366846,14,14,dbmdz/bert-base-turkish-cased
425,evrensel,karışık,0.25,contextual,BERTurk,1,mean,0.20380239546142564,15,15,dbmdz/bert-base-turkish-cased
426,beyaz,horultu,0.166666667,contextual,BERTurk,1,mean,0.21118525475818184,14,15,dbmdz/bert-base-turkish-cased
427,gürültü,müzik,2.166666667,contextual,BERTurk,1,mean,0.3463038926296008,15,15,dbmdz/bert-base-turkish-cased
428,taksi,yüzük,0.25,contextual,BERTurk,1,mean,0.28281994496456475,12,15,dbmdz/bert-base-turkish-cased
429,başıboş,yorgun,0.25,contextual,BERTurk,1,mean,0.4229357258226565,15,15,dbmdz/bert-base-turkish-cased
430,hayvan,kuş,3.0,contextual,BERTurk,1,mean,0.4586292785315409,15,15,dbmdz/bert-base-turkish-cased
431,opak,çamaşır,0.333333333,contextual,BERTurk,1,mean,0.27774037841852883,15,10,dbmdz/bert-base-turkish-cased
432,kahin,şüphe,0.25,contextual,BERTurk,1,mean,0.34617275483542365,15,15,dbmdz/bert-base-turkish-cased
433,çenebazlığına,kirlice,0.166666667,contextual,BERTurk,1,mean,0.5278581612839445,15,15,dbmdz/bert-base-turkish-cased
434,serin,sıcak,0.083333333,contextual,BERTurk,1,mean,0.5203279025894529,15,15,dbmdz/bert-base-turkish-cased
435,inançlılık,ateistlik,0.666666667,contextual,BERTurk,1,mean,0.4517781234913416,15,15,dbmdz/bert-base-turkish-cased
436,konuşkanlığına,çenebazlığına,7.166666667,contextual,BERTurk,1,mean,0.5825460265122052,15,15,dbmdz/bert-base-turkish-cased
437,sanatçı,şair,3.666666667,contextual,BERTurk,1,mean,0.552205303910189,15,15,dbmdz/bert-base-turkish-cased
438,mezarhane,ölü,1.583333333,contextual,BERTurk,1,mean,0.3394732708015247,15,15,dbmdz/bert-base-turkish-cased
439,anarşist,aykırı,4.166666667,contextual,BERTurk,1,mean,0.3342760294997913,15,15,dbmdz/bert-base-turkish-cased
440,uzak,fazlalık,0.333333333,contextual,BERTurk,1,mean,0.27380053700050255,15,15,dbmdz/bert-base-turkish-cased
441,fazlalık,noksan,0.083333333,contextual,BERTurk,1,mean,0.37192301012310613,15,15,dbmdz/bert-base-turkish-cased
442,meslek,sanatçı,2.166666667,contextual,BERTurk,1,mean,0.3157620117804263,15,15,dbmdz/bert-base-turkish-cased
443,tıp,yardım,1.333333333,contextual,BERTurk,1,mean,0.2558079686325092,15,15,dbmdz/bert-base-turkish-cased
444,kuyumcu,yüzük,1.916666667,contextual,BERTurk,1,mean,0.37827321494063026,15,15,dbmdz/bert-base-turkish-cased
445,meyve,manavınkiler,2.416666667,contextual,BERTurk,1,mean,0.4010120504635446,14,15,dbmdz/bert-base-turkish-cased
446,devlet,korumaktaydılar,0.25,contextual,BERTurk,1,mean,0.25425110029648734,15,15,dbmdz/bert-base-turkish-cased
447,kelebek,kemik,0.25,contextual,BERTurk,1,mean,0.2748510978934261,13,13,dbmdz/bert-base-turkish-cased
448,harika,şahane,7.833333333,contextual,BERTurk,1,mean,0.6681728853737933,15,15,dbmdz/bert-base-turkish-cased
449,faiz,kazanç,4.166666667,contextual,BERTurk,1,mean,0.26252343758195285,15,15,dbmdz/bert-base-turkish-cased
450,mezarlık,mezar,5.25,contextual,BERTurk,1,mean,0.802285026698042,14,15,dbmdz/bert-base-turkish-cased
451,gazete,haber,3.833333333,contextual,BERTurk,1,mean,0.46557117077118093,15,15,dbmdz/bert-base-turkish-cased
452,kıyı,sahil,7.666666667,contextual,BERTurk,1,mean,0.6868131878159589,14,15,dbmdz/bert-base-turkish-cased
453,hukuk,ispatım,1.583333333,contextual,BERTurk,1,mean,0.32930713512361875,15,12,dbmdz/bert-base-turkish-cased
454,gündüz,geceleyin,0.083333333,contextual,BERTurk,1,mean,0.565491191981798,15,15,dbmdz/bert-base-turkish-cased
455,noksan,gömlek,0.166666667,contextual,BERTurk,1,mean,0.20757353339916484,15,15,dbmdz/bert-base-turkish-cased
456,kötülüyorsun,bolluklarda,0.166666667,contextual,BERTurk,1,mean,0.4500272282146177,15,15,dbmdz/bert-base-turkish-cased
457,alışkın,yeni,0.25,contextual,BERTurk,1,mean,0.2517129878737183,15,15,dbmdz/bert-base-turkish-cased
458,uygulamak,alet,0.666666667,contextual,BERTurk,1,mean,0.27342850386181716,15,15,dbmdz/bert-base-turkish-cased
459,cevher,mücevher,3.5,contextual,BERTurk,1,mean,0.4026163732139907,15,15,dbmdz/bert-base-turkish-cased
460,medya,gazete,4.083333333,contextual,BERTurk,1,mean,0.481129303992317,15,15,dbmdz/bert-base-turkish-cased
461,kadeh,içki,3.0,contextual,BERTurk,1,mean,0.5282507215756433,13,15,dbmdz/bert-base-turkish-cased
462,atletik,ebleh,0.25,contextual,BERTurk,1,mean,0.40714005759376914,15,15,dbmdz/bert-base-turkish-cased
463,okul,öğrenci,1.666666667,contextual,BERTurk,1,mean,0.49167994622125577,15,15,dbmdz/bert-base-turkish-cased
464,öldürülüşündeki,suçlu,0.916666667,contextual,BERTurk,1,mean,0.27780440530193196,15,15,dbmdz/bert-base-turkish-cased
465,düzenci,anarşist,0.083333333,contextual,BERTurk,1,mean,0.4781052901815954,15,15,dbmdz/bert-base-turkish-cased
466,kıyı,gemicik,0.75,contextual,BERTurk,1,mean,0.3303960369045882,14,15,dbmdz/bert-base-turkish-cased
467,oruç,zaman,1.166666667,contextual,BERTurk,1,mean,0.20239761146292334,15,14,dbmdz/bert-base-turkish-cased
468,kadın,çocuk,1.416666667,contextual,BERTurk,1,mean,0.5126545766360645,15,15,dbmdz/bert-base-turkish-cased
469,ateistlik,teizm,0.666666667,contextual,BERTurk,1,mean,0.6308017661379499,15,15,dbmdz/bert-base-turkish-cased
470,barıştırılırken,savaştırılırken,0.0,contextual,BERTurk,1,mean,0.8425247135332401,15,15,dbmdz/bert-base-turkish-cased
471,horoz,alet,0.25,contextual,BERTurk,1,mean,0.273851825156461,15,15,dbmdz/bert-base-turkish-cased
472,borçlanmak,alacaklanmak,0.0,contextual,BERTurk,1,mean,0.5789547206957995,15,15,dbmdz/bert-base-turkish-cased
473,maymunsuları,maymungilleri,7.5,contextual,BERTurk,1,mean,0.66932232492015,15,15,dbmdz/bert-base-turkish-cased
474,hamile,düzenci,0.25,contextual,BERTurk,1,mean,0.3765736437285492,15,15,dbmdz/bert-base-turkish-cased
475,öğle,orman,0.25,contextual,BERTurk,1,mean,0.21930722269339464,15,15,dbmdz/bert-base-turkish-cased
476,otomobil,araba,9.166666667,contextual,BERTurk,1,mean,0.6487743272543512,15,14,dbmdz/bert-base-turkish-cased
477,meyve,muz,3.166666667,contextual,BERTurk,1,mean,0.4512956337113774,14,14,dbmdz/bert-base-turkish-cased
478,süt,bilişim,0.25,contextual,BERTurk,1,mean,0.17906928561253244,14,15,dbmdz/bert-base-turkish-cased
479,atatürkist,davadaş,1.0,contextual,BERTurk,1,mean,0.33815976997729225,15,15,dbmdz/bert-base-turkish-cased
480,mezar,ölü,2.166666667,contextual,BERTurk,1,mean,0.35073299514789924,15,15,dbmdz/bert-base-turkish-cased
481,vitrin,manken,1.25,contextual,BERTurk,1,mean,0.5008982238741118,15,15,dbmdz/bert-base-turkish-cased
482,turizm,düzenci,0.25,contextual,BERTurk,1,mean,0.2482537563501337,15,15,dbmdz/bert-base-turkish-cased
483,fani,ölü,2.166666667,contextual,BERTurk,1,mean,0.29784866202724825,15,15,dbmdz/bert-base-turkish-cased
484,sosyalleştirdikleri,başıboş,0.166666667,contextual,BERTurk,1,mean,0.39633766241622626,15,15,dbmdz/bert-base-turkish-cased
485,kirlice,lamba,0.166666667,contextual,BERTurk,1,mean,0.3586560730699544,15,13,dbmdz/bert-base-turkish-cased
486,kadın,hamile,1.916666667,contextual,BERTurk,1,mean,0.4073196346140101,15,15,dbmdz/bert-base-turkish-cased
487,karışık,temiz,0.333333333,contextual,BERTurk,1,mean,0.2047785404598077,15,15,dbmdz/bert-base-turkish-cased
488,şair,sabır,0.333333333,contextual,BERTurk,1,mean,0.254728082854355,15,15,dbmdz/bert-base-turkish-cased
