robustness_subset,subset_description,model,model_name,layer,pooling,n,mean_sim_same_root,mean_sim_same_suffix,mean_delta,ci95_low,ci95_high,wilcoxon_p,is_best_in_subset
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,last,57,0.580111100254242,0.8263025790396974,-0.24619147878545544,-0.2910545400957162,-0.19623607142019422,1.3763507271193975e-09,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,max,57,0.7995114976277373,0.7490161256739899,0.05049537195374741,0.03217376693945747,0.06886242377779274,3.7954650596054463e-05,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,1,mean,57,0.8425038265448057,0.7897154509102957,0.05278837563450985,0.034956940862262385,0.0701710822872315,4.300534387666437e-06,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,first,57,0.9623633388979054,0.8318966101447599,0.13046672875314547,0.11765224990208836,0.14252084148215366,5.143753751233157e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,last,57,0.865570110250982,0.9256644697009629,-0.06009435944998097,-0.07668542871729143,-0.044606337602458225,1.2397497932209855e-07,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,max,57,0.9289262078809912,0.896866596650127,0.03205961123086401,0.023846946495113323,0.03983207406213528,4.6992398838687545e-08,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,7,mean,57,0.9467500154395118,0.9264860353348872,0.020263980104624636,0.013850274046444793,0.026357055417683357,1.281483103436723e-06,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,first,57,0.992864172318062,0.9856288910608716,0.007235281257190324,0.005278046944491585,0.0090984145284001,1.474183135763529e-07,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,last,57,0.9880097762551509,0.9901103684561948,-0.002100592201044067,-0.004126555640695761,-5.425375774044029e-05,0.0944324073070398,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,max,57,0.9919159680584752,0.9898711730771834,0.002044794981291591,0.0006713067222854055,0.003475413562982106,0.004735127497231251,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",XLM-R,xlm-roberta-base,12,mean,57,0.9942235450770595,0.9930235039154042,0.0012000411616552114,0.00010331717442043271,0.002247617512109315,0.006823382128132693,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,first,60,0.9793302246588831,0.3426853298664234,0.6366448947924597,0.6154691334833626,0.6571340048078699,1.629555794311934e-11,True
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,last,60,0.36414541923157906,0.5854487600257217,-0.2213033407941426,-0.2913682152729814,-0.1503366739570213,4.841171098703147e-06,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,max,60,0.7938414488418695,0.640248462682396,0.15359298615947353,0.12786646916452757,0.1758180388435923,5.970871816020805e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,1,mean,60,0.7630581672750877,0.5329861763951036,0.23007199087998426,0.20001756570151014,0.2593881943066577,6.2721660499292e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,first,60,0.9167694444997766,0.7639939908958993,0.15277545360387743,0.14175448535841226,0.16458459296278583,1.629555794311934e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,last,60,0.7867523758844992,0.8053660513386902,-0.018613675454190983,-0.035855061587264134,-0.0006734281196634,0.02932910624733211,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,max,60,0.8698837920390746,0.8026124571307309,0.06727133490834356,0.05588605968821413,0.08038451628563867,8.839562988363795e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,7,mean,60,0.8866773869333581,0.824872448660941,0.06180493827241682,0.050867096562100526,0.07313146545781897,8.016241871760065e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,first,60,0.7771880352136862,0.534054101240132,0.24313393397355426,0.2163833713960347,0.26971247056968944,1.994566564292453e-11,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,last,60,0.6042281418509672,0.5866449239943698,0.01758321785659754,-0.01765623513820855,0.05268659373335502,0.2569259224222419,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,max,60,0.7421644947866848,0.6214145635169196,0.12074993126976533,0.0938433530953011,0.1472006038330458,1.8052113765605005e-09,False
model_all_three_split,"Only rows where the current model splits A_x, A_y, and B_x",mBERT,bert-base-multilingual-cased,12,mean,60,0.7288012097418507,0.5891802387596586,0.13962097098219217,0.11303177747446026,0.16713170020456253,7.899273547265943e-10,False
