QID,W1,W2,Sim,model,layer,pooling,cosine_similarity,model_name,pair_total_subtoken_count,pair_max_subtoken_count,clean_pair,split_pair,word1_is_split,word2_is_split,both_words_split,pair_avg_subtoken_char_length,word1_avg_subtoken_char_length,word2_avg_subtoken_char_length,word1_subtoken_count_per_char,word2_subtoken_count_per_char
424,araba,seyahat,1.25,BERTurk,12,last,0.8189006566480549,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,5.0,7.0,0.2,0.1428571428571428
425,evrensel,karışık,0.25,BERTurk,12,last,0.8258988627311431,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,7.5,8.0,7.0,0.125,0.1428571428571428
426,beyaz,horultu,0.166666667,BERTurk,12,last,0.6336255412196805,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,3.0,5.0,2.3333333333333335,0.2,0.4285714285714285
427,gürültü,müzik,2.166666667,BERTurk,12,last,0.8554068915948592,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
428,taksi,yüzük,0.25,BERTurk,12,last,0.7295553602839564,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
429,başıboş,yorgun,0.25,BERTurk,12,last,0.5797465430460759,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.25,2.3333333333333335,6.0,0.4285714285714285,0.1666666666666666
430,hayvan,kuş,3.0,BERTurk,12,last,0.861324288859878,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,6.0,3.0,0.1666666666666666,0.3333333333333333
431,opak,çamaşır,0.333333333,BERTurk,12,last,0.577358366303725,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,2.0,7.0,0.5,0.1428571428571428
432,kahin,şüphe,0.25,BERTurk,12,last,0.6440994208406189,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.3333333333333335,2.5,5.0,0.4,0.2
433,çenebazlığına,kirlice,0.166666667,BERTurk,12,last,0.6020003815462275,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.0,4.333333333333333,3.5,0.2307692307692307,0.2857142857142857
434,serin,sıcak,0.083333333,BERTurk,12,last,0.8825354706832526,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
435,inançlılık,ateistlik,0.666666667,BERTurk,12,last,0.8042572514067152,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.8,5.0,3.0,0.2,0.3333333333333333
436,konuşkanlığına,çenebazlığına,7.166666667,BERTurk,12,last,0.7375382366425025,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,4.5,4.666666666666667,4.333333333333333,0.2142857142857142,0.2307692307692307
437,sanatçı,şair,3.666666667,BERTurk,12,last,0.8870407570706593,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,7.0,4.0,0.1428571428571428,0.25
438,mezarhane,ölü,1.583333333,BERTurk,12,last,0.7088292315681854,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.0,4.5,3.0,0.2222222222222222,0.3333333333333333
439,anarşist,aykırı,4.166666667,BERTurk,12,last,0.4843558260438583,dbmdz/bert-base-turkish-cased,5,4,False,True,True,False,False,2.8,2.0,6.0,0.5,0.1666666666666666
440,uzak,fazlalık,0.333333333,BERTurk,12,last,0.6608865450812793,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,4.0,4.0,0.25,0.25
441,fazlalık,noksan,0.083333333,BERTurk,12,last,0.6368305115019757,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.666666666666667,4.0,6.0,0.25,0.1666666666666666
442,meslek,sanatçı,2.166666667,BERTurk,12,last,0.848967785831615,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,6.0,7.0,0.1666666666666666,0.1428571428571428
443,tıp,yardım,1.333333333,BERTurk,12,last,0.7922007317289609,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,3.0,6.0,0.3333333333333333,0.1666666666666666
444,kuyumcu,yüzük,1.916666667,BERTurk,12,last,0.612309673639765,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.0,2.3333333333333335,5.0,0.4285714285714285,0.2
445,meyve,manavınkiler,2.416666667,BERTurk,12,last,0.5918871259224174,dbmdz/bert-base-turkish-cased,5,4,False,True,False,True,False,3.4,5.0,3.0,0.2,0.3333333333333333
446,devlet,korumaktaydılar,0.25,BERTurk,12,last,0.5959720311742094,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,5.25,6.0,5.0,0.1666666666666666,0.2
447,kelebek,kemik,0.25,BERTurk,12,last,0.8454884176874052,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
448,harika,şahane,7.833333333,BERTurk,12,last,0.8948703210474572,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,6.0,6.0,0.1666666666666666,0.1666666666666666
449,faiz,kazanç,4.166666667,BERTurk,12,last,0.8061430122763146,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,4.0,6.0,0.25,0.1666666666666666
450,mezarlık,mezar,5.25,BERTurk,12,last,0.7245248163168976,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.333333333333333,4.0,5.0,0.25,0.2
451,gazete,haber,3.833333333,BERTurk,12,last,0.8698801946378378,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
452,kıyı,sahil,7.666666667,BERTurk,12,last,0.9121939645253626,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
453,hukuk,ispatım,1.583333333,BERTurk,12,last,0.6883766991438077,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,5.0,3.5,0.2,0.2857142857142857
454,gündüz,geceleyin,0.083333333,BERTurk,12,last,0.674371018171521,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.0,6.0,4.5,0.1666666666666666,0.2222222222222222
455,noksan,gömlek,0.166666667,BERTurk,12,last,0.7683700698484643,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,6.0,6.0,0.1666666666666666,0.1666666666666666
456,kötülüyorsun,bolluklarda,0.166666667,BERTurk,12,last,0.6271866354811904,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,3.8333333333333335,4.0,3.6666666666666665,0.25,0.2727272727272727
457,alışkın,yeni,0.25,BERTurk,12,last,0.6427776173641004,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,3.5,4.0,0.2857142857142857,0.25
458,uygulamak,alet,0.666666667,BERTurk,12,last,0.7086162150662123,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,9.0,4.0,0.1111111111111111,0.25
459,cevher,mücevher,3.5,BERTurk,12,last,0.6290753413829204,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.666666666666667,3.0,8.0,0.3333333333333333,0.125
460,medya,gazete,4.083333333,BERTurk,12,last,0.8679470306107847,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
461,kadeh,içki,3.0,BERTurk,12,last,0.9032629641113974,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,5.0,4.0,0.2,0.25
462,atletik,ebleh,0.25,BERTurk,12,last,0.6542254465530659,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,2.4,3.5,1.6666666666666667,0.2857142857142857,0.6
463,okul,öğrenci,1.666666667,BERTurk,12,last,0.8559827024918388,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,4.0,7.0,0.25,0.1428571428571428
464,öldürülüşündeki,suçlu,0.916666667,BERTurk,12,last,0.5212211658273785,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,5.0,5.0,5.0,0.2,0.2
465,düzenci,anarşist,0.083333333,BERTurk,12,last,0.779506448929761,dbmdz/bert-base-turkish-cased,6,4,False,True,True,True,True,2.5,3.5,2.0,0.2857142857142857,0.5
466,kıyı,gemicik,0.75,BERTurk,12,last,0.662951244527683,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.6666666666666665,4.0,3.5,0.25,0.2857142857142857
467,oruç,zaman,1.166666667,BERTurk,12,last,0.7841429996312218,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
468,kadın,çocuk,1.416666667,BERTurk,12,last,0.8201530108464765,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
469,ateistlik,teizm,0.666666667,BERTurk,12,last,0.8207554123371928,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,2.8,3.0,2.5,0.3333333333333333,0.4
470,barıştırılırken,savaştırılırken,0.0,BERTurk,12,last,0.9293098111407432,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,5.0,5.0,5.0,0.2,0.2
471,horoz,alet,0.25,BERTurk,12,last,0.579658909684117,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.0,2.5,4.0,0.4,0.25
472,borçlanmak,alacaklanmak,0.0,BERTurk,12,last,0.6641403536261056,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,5.5,5.0,6.0,0.2,0.1666666666666666
473,maymunsuları,maymungilleri,7.5,BERTurk,12,last,0.8027295022356068,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,4.166666666666667,4.0,4.333333333333333,0.25,0.2307692307692307
474,hamile,düzenci,0.25,BERTurk,12,last,0.625514501795691,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.333333333333333,6.0,3.5,0.1666666666666666,0.2857142857142857
475,öğle,orman,0.25,BERTurk,12,last,0.7443803944858864,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
476,otomobil,araba,9.166666667,BERTurk,12,last,0.9409339202716394,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,8.0,5.0,0.125,0.2
477,meyve,muz,3.166666667,BERTurk,12,last,0.8961289862023344,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,5.0,3.0,0.2,0.3333333333333333
478,süt,bilişim,0.25,BERTurk,12,last,0.7712856002475226,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,3.0,7.0,0.3333333333333333,0.1428571428571428
479,atatürkist,davadaş,1.0,BERTurk,12,last,0.6576202236962838,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,4.25,5.0,3.5,0.2,0.2857142857142857
480,mezar,ölü,2.166666667,BERTurk,12,last,0.8789138710521254,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,5.0,3.0,0.2,0.3333333333333333
481,vitrin,manken,1.25,BERTurk,12,last,0.8880577700933803,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,6.0,6.0,0.1666666666666666,0.1666666666666666
482,turizm,düzenci,0.25,BERTurk,12,last,0.6632330889245244,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.333333333333333,6.0,3.5,0.1666666666666666,0.2857142857142857
483,fani,ölü,2.166666667,BERTurk,12,last,0.6376599639275478,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,2.3333333333333335,2.0,3.0,0.5,0.3333333333333333
484,sosyalleştirdikleri,başıboş,0.166666667,BERTurk,12,last,0.5973769955662848,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,4.333333333333333,6.333333333333333,2.3333333333333335,0.1578947368421052,0.4285714285714285
485,kirlice,lamba,0.166666667,BERTurk,12,last,0.6172086842543465,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.0,3.5,5.0,0.2857142857142857,0.2
486,kadın,hamile,1.916666667,BERTurk,12,last,0.838079881668969,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
487,karışık,temiz,0.333333333,BERTurk,12,last,0.8130668771244489,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
488,şair,sabır,0.333333333,BERTurk,12,last,0.8196262252431322,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
489,maymunsuları,kuş,1.083333333,BERTurk,12,last,0.7134648158480305,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.75,4.0,3.0,0.25,0.3333333333333333
490,şeffaf,transparan,9.25,BERTurk,12,last,0.5147333640465931,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,4.0,6.0,3.3333333333333335,0.1666666666666666,0.3
491,hayvan,böcek,2.916666667,BERTurk,12,last,0.8522855553011833,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
492,cisim,somut,2.166666667,BERTurk,12,last,0.8231835645515166,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
493,aile,anne,1.916666667,BERTurk,12,last,0.871289131686893,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,4.0,4.0,0.25,0.25
494,varlık,cisim,4.25,BERTurk,12,last,0.8152429966371972,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
495,öğle,ikindi,4.583333333,BERTurk,12,last,0.5827219812742526,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.3333333333333335,4.0,3.0,0.25,0.3333333333333333
496,soğuk,sıcak,0.0,BERTurk,12,last,0.9167109074530467,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
497,peşinatsız,gülümseme,0.166666667,BERTurk,12,last,0.5841528788879213,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.8,3.3333333333333335,4.5,0.3,0.2222222222222222
498,kum,hastane,0.25,BERTurk,12,last,0.8300486501467733,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,3.0,7.0,0.3333333333333333,0.1428571428571428
499,fırın,kahin,0.25,BERTurk,12,last,0.5923169754191308,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.3333333333333335,5.0,2.5,0.2,0.4
500,uyumlu,aykırı,0.0,BERTurk,12,last,0.7551985572783905,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,6.0,6.0,0.1666666666666666,0.1666666666666666
1,mızrap,barınak,0.166666667,BERTurk,12,mean,0.7343482280035667,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.25,3.0,3.5,0.3333333333333333,0.2857142857142857
2,kırmızı,gül,1.166666667,BERTurk,12,mean,0.8160262119456371,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,7.0,3.0,0.1428571428571428,0.3333333333333333
3,suçlu,şüphe,2.416666667,BERTurk,12,mean,0.8672300036407948,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
4,laikçiler,sekülerizmciler,9.0,BERTurk,12,mean,0.8692457199049749,dbmdz/bert-base-turkish-cased,6,4,False,True,True,True,True,4.0,4.5,3.75,0.2222222222222222,0.2666666666666666
5,bitki,zeytin,3.666666667,BERTurk,12,mean,0.8056854771980663,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
6,serin,soğuk,7.25,BERTurk,12,mean,0.9177057430071744,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
7,gül,pamuk,2.083333333,BERTurk,12,mean,0.80429051440211,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,3.0,5.0,0.3333333333333333,0.2
8,içki,alkol,7.75,BERTurk,12,mean,0.9253018330568692,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
9,köle,serbest,0.333333333,BERTurk,12,mean,0.8210653947835047,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,4.0,7.0,0.25,0.1428571428571428
10,saray,pıhtı,0.333333333,BERTurk,12,mean,0.7035040247416944,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.3333333333333335,5.0,2.5,0.2,0.4
11,affedişi,bağışlayışı,9.083333333,BERTurk,12,mean,0.7694259153328203,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.8,4.0,3.6666666666666665,0.25,0.2727272727272727
12,sofra,zeytin,1.75,BERTurk,12,mean,0.8285780814593001,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
13,eşya,gözlük,2.333333333,BERTurk,12,mean,0.755945636232486,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,4.0,6.0,0.25,0.1666666666666666
14,meslek,mühendis,2.416666667,BERTurk,12,mean,0.8845660919145409,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,7.0,6.0,8.0,0.1666666666666666,0.125
15,savunmaktaydılar,korumaktaydılar,8.166666667,BERTurk,12,mean,0.9344221497070223,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,5.166666666666667,5.333333333333333,5.0,0.1875,0.2
16,peynir,ipek,0.833333333,BERTurk,12,mean,0.8529395935134829,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
17,turizm,seyahat,4.5,BERTurk,12,mean,0.8995442117961799,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,6.0,7.0,0.1666666666666666,0.1428571428571428
18,tıknaz,uyumlu,0.166666667,BERTurk,12,mean,0.6753069666425912,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.0,3.0,6.0,0.3333333333333333,0.1666666666666666
19,kemalci,atatürkist,8.75,BERTurk,12,mean,0.8229820486159243,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,4.25,3.5,5.0,0.2857142857142857,0.2
20,polis,yardım,3.333333333,BERTurk,12,mean,0.8202567808476836,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
21,gürültü,otobüs,0.916666667,BERTurk,12,mean,0.773104346073194,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,7.0,6.0,0.1428571428571428,0.1666666666666666
22,temiz,titiz,7.833333333,BERTurk,12,mean,0.7890500104030926,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
23,kitaplıklar,kitap,3.5,BERTurk,12,mean,0.8044184585659748,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,5.333333333333333,5.5,5.0,0.1818181818181818,0.2
24,böcek,karınca,3.5,BERTurk,12,mean,0.9253077701885223,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,5.0,7.0,0.2,0.1428571428571428
25,gazete,kitap,4.916666667,BERTurk,12,mean,0.8238637324098301,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
26,okul,kordon,0.25,BERTurk,12,mean,0.6530815983566934,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.3333333333333335,4.0,3.0,0.25,0.3333333333333333
27,ibadet,oruç,5.416666667,BERTurk,12,mean,0.858090316001178,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
28,varlık,hayvan,2.416666667,BERTurk,12,mean,0.7904407933522016,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,6.0,6.0,0.1666666666666666,0.1666666666666666
29,tüketim,üretim,0.25,BERTurk,12,mean,0.8648422566623511,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,7.0,6.0,0.1428571428571428,0.1666666666666666
30,sihirbaz,büyücü,7.583333333,BERTurk,12,mean,0.8618511746820653,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.5,4.0,3.0,0.25,0.3333333333333333
31,giysi,gömlek,4.333333333,BERTurk,12,mean,0.9029770913099777,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
32,hayvan,tavuk,3.333333333,BERTurk,12,mean,0.8858111791957994,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
33,sevgili,çiçek,1.166666667,BERTurk,12,mean,0.8128589184679291,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
34,turizm,ekonomi,2.0,BERTurk,12,mean,0.8348790662220832,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,6.0,7.0,0.1666666666666666,0.1428571428571428
35,eski,yeni,0.166666667,BERTurk,12,mean,0.8840236459984374,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,4.0,4.0,0.25,0.25
36,yüzük,sevgili,1.416666667,BERTurk,12,mean,0.8027936894930306,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,5.0,7.0,0.2,0.1428571428571428
37,primatçaları,maymunsuları,6.333333333,BERTurk,12,mean,0.7843685717709767,dbmdz/bert-base-turkish-cased,7,4,False,True,True,True,True,3.4285714285714284,3.0,4.0,0.3333333333333333,0.25
38,bilimci,faiz,0.25,BERTurk,12,mean,0.6431013951760607,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,3.5,4.0,0.2857142857142857,0.25
39,gündüz,öğle,4.5,BERTurk,12,mean,0.8217353643416884,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
40,otomobil,taksi,5.833333333,BERTurk,12,mean,0.8155437267757906,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,8.0,5.0,0.125,0.2
41,çare,sos,1.0,BERTurk,12,mean,0.7937093800112418,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,3.5,4.0,3.0,0.25,0.3333333333333333
42,evrensel,sos,0.583333333,BERTurk,12,mean,0.7713846111744008,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,8.0,3.0,0.125,0.3333333333333333
43,viski,varlık,0.833333333,BERTurk,12,mean,0.7117675582056197,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,2.5,6.0,0.4,0.1666666666666666
44,alacaklanmak,tabure,0.25,BERTurk,12,mean,0.648510093063072,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,4.5,6.0,3.0,0.1666666666666666,0.3333333333333333
45,sebze,enginar,3.583333333,BERTurk,12,mean,0.6989360277067334,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,5.0,3.5,0.2,0.2857142857142857
46,damar,rahatsız,0.583333333,BERTurk,12,mean,0.8101678769574189,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,5.0,8.0,0.2,0.125
47,öğrenci,yağcılık,0.416666667,BERTurk,12,mean,0.6558953259456066,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.0,7.0,4.0,0.1428571428571428,0.25
48,bitki,sebze,3.666666667,BERTurk,12,mean,0.8397366072317755,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
49,zarar,tımarhane,0.333333333,BERTurk,12,mean,0.6439688303473485,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,3.5,5.0,3.0,0.2,0.3333333333333333
50,kelebek,eski,0.166666667,BERTurk,12,mean,0.8378810222005464,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,7.0,4.0,0.1428571428571428,0.25
51,zaman,gündüz,2.5,BERTurk,12,mean,0.8318846145708044,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
52,meslek,polis,2.833333333,BERTurk,12,mean,0.8623171804162612,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
53,su,yağmur,4.25,BERTurk,12,mean,0.8106854589846283,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,2.0,6.0,0.5,0.1666666666666666
54,nefes,soyut,0.666666667,BERTurk,12,mean,0.7659371280626556,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
55,yedigen,aykırı,0.25,BERTurk,12,mean,0.5985714618487881,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.333333333333333,3.5,6.0,0.2857142857142857,0.1666666666666666
56,titiz,pimpirikli,6.25,BERTurk,12,mean,0.45467995447142306,dbmdz/bert-base-turkish-cased,5,4,False,True,False,True,False,3.0,5.0,2.5,0.2,0.4
57,fotoğraf,karton,1.0,BERTurk,12,mean,0.8048204487928746,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,7.0,8.0,6.0,0.125,0.1666666666666666
58,tutsak,serbest,0.25,BERTurk,12,mean,0.8018719186302032,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,6.0,7.0,0.1666666666666666,0.1428571428571428
59,fazlalık,ısınmış,0.166666667,BERTurk,12,mean,0.7402563633177267,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.75,4.0,3.5,0.25,0.2857142857142857
60,laikçiler,tepe,0.25,BERTurk,12,mean,0.6567198112869407,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.333333333333333,4.5,4.0,0.2222222222222222,0.25
61,suçlu,bağışlayışı,0.416666667,BERTurk,12,mean,0.6061496091845451,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,4.0,5.0,3.6666666666666665,0.2,0.2727272727272727
62,serbest,radyo,0.166666667,BERTurk,12,mean,0.7570155222063694,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
63,uzun,tıknaz,0.166666667,BERTurk,12,mean,0.7556682197738737,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.3333333333333335,4.0,3.0,0.25,0.3333333333333333
64,kan,pıhtı,2.916666667,BERTurk,12,mean,0.7391359350080683,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,2.6666666666666665,3.0,2.5,0.3333333333333333,0.4
65,delilim,ispatım,9.166666667,BERTurk,12,mean,0.8534208104546688,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.5,3.5,3.5,0.2857142857142857,0.2857142857142857
66,erkekçene,eksik,0.166666667,BERTurk,12,mean,0.6260662869029434,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.5,3.0,5.0,0.3333333333333333,0.2
67,delilim,deli,0.666666667,BERTurk,12,mean,0.7114859079187814,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,3.5,4.0,0.2857142857142857,0.25
68,üşengeç,üşengen,8.25,BERTurk,12,mean,0.9725537136220461,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.4285714285714285,0.4285714285714285
69,gül,dostçasına,0.25,BERTurk,12,mean,0.5450236220340106,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,3.25,3.0,3.3333333333333335,0.3333333333333333,0.3
