QID,W1,W2,Sim,input_condition,model,layer,pooling,cosine_similarity,word1_context_sentence_count,word2_context_sentence_count,model_name,pair_total_subtoken_count,pair_max_subtoken_count,clean_pair,split_pair,word1_is_split,word2_is_split,both_words_split,pair_avg_subtoken_char_length,word1_avg_subtoken_char_length,word2_avg_subtoken_char_length,word1_subtoken_count_per_char,word2_subtoken_count_per_char
183,hamile,cenin,2.333333333,contextual,BERTurk,7,last,0.4389392441312969,5,5,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.6666666666666665,6.0,2.5,0.1666666666666666,0.4
184,ispatım,almışlardır,0.181818182,contextual,BERTurk,7,last,0.4774316038162064,11,15,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,4.5,3.5,5.5,0.2857142857142857,0.1818181818181818
185,süt,yoğurt,3.833333333,contextual,BERTurk,7,last,0.7903853777381286,8,7,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,3.0,6.0,0.3333333333333333,0.1666666666666666
186,cansız,enerjik,0.083333333,contextual,BERTurk,7,last,0.45925187736814577,7,7,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.333333333333333,6.0,3.5,0.1666666666666666,0.2857142857142857
187,sahil,kum,2.583333333,contextual,BERTurk,7,last,0.6630903371129676,15,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,5.0,3.0,0.2,0.3333333333333333
188,ses,mızrap,0.833333333,contextual,BERTurk,7,last,0.44231813681486687,15,2,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
189,davadaş,ebediyeten,0.5,contextual,BERTurk,7,last,0.3528034679044372,10,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.4,3.5,3.3333333333333335,0.2857142857142857,0.3
190,bitki,çiçek,4.416666667,contextual,BERTurk,7,last,0.7350037664676491,15,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
191,seyahat,sefer,5.583333333,contextual,BERTurk,7,last,0.6526596595643911,7,15,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
192,yardım,aile,0.583333333,contextual,BERTurk,7,last,0.5427227733473313,13,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
193,petrol,yakıt,5.25,contextual,BERTurk,7,last,,0,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
194,şair,modernite,0.583333333,contextual,BERTurk,7,last,0.41682697821930237,8,9,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.333333333333333,4.0,4.5,0.25,0.2222222222222222
195,gevşek,sıkı,0.0,contextual,BERTurk,7,last,,15,0,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.3333333333333335,3.0,4.0,0.3333333333333333,0.25
196,cihaz,lamba,2.0,contextual,BERTurk,7,last,0.6481482366719581,7,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
197,din,devlet,0.5,contextual,BERTurk,7,last,0.5399911357010249,8,3,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,3.0,6.0,0.3333333333333333,0.1666666666666666
198,saldırmaktaydılar,suskunluğuna,0.166666667,contextual,BERTurk,7,last,0.42398909546855257,15,15,dbmdz/bert-base-turkish-cased,7,4,False,True,True,True,True,4.142857142857143,4.25,4.0,0.2352941176470588,0.25
199,nezle,yorgunluk,1.416666667,contextual,BERTurk,7,last,0.5139549712098966,8,4,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.666666666666667,2.5,9.0,0.4,0.1111111111111111
200,cevher,fotoğraf,0.25,contextual,BERTurk,7,last,0.40476509988227116,8,7,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.666666666666667,3.0,8.0,0.3333333333333333,0.125
201,uzak,karınca,0.166666667,contextual,BERTurk,7,last,0.41579825048491603,15,15,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,4.0,7.0,0.25,0.1428571428571428
202,üşengeç,ebleh,0.583333333,contextual,BERTurk,7,last,0.5203470509842402,7,9,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,2.0,2.3333333333333335,1.6666666666666667,0.4285714285714285,0.6
203,yedigen,biçimlendirilmişlerdir,0.333333333,contextual,BERTurk,7,last,0.3431259300928273,10,15,dbmdz/bert-base-turkish-cased,6,4,False,True,True,True,True,4.833333333333333,3.5,5.5,0.2857142857142857,0.1818181818181818
204,bilimci,karışık,0.166666667,contextual,BERTurk,7,last,0.4173544098730382,9,15,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.666666666666667,3.5,7.0,0.2857142857142857,0.1428571428571428
205,medya,sevgili,0.25,contextual,BERTurk,7,last,0.46768009227257223,8,4,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,5.0,7.0,0.2,0.1428571428571428
206,biçimlendirilmişlerdir,iyiliyorsun,0.583333333,contextual,BERTurk,7,last,0.5656168410512771,15,15,dbmdz/bert-base-turkish-cased,7,4,False,True,True,True,True,4.714285714285714,5.5,3.6666666666666665,0.1818181818181818,0.2727272727272727
207,kırmızı,okul,0.166666667,contextual,BERTurk,7,last,0.4666015446113353,12,3,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,7.0,4.0,0.1428571428571428,0.25
208,gülümseme,somurtma,0.0,contextual,BERTurk,7,last,0.757831772955279,15,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.4,4.5,2.6666666666666665,0.2222222222222222,0.375
209,okul,kitaplıklar,1.333333333,contextual,BERTurk,7,last,0.48985851590555307,3,14,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.0,4.0,5.5,0.25,0.1818181818181818
210,atatürkçülerden,palto,0.25,contextual,BERTurk,7,last,0.3538327859726831,15,5,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.0,5.0,2.5,0.2,0.4
211,kadeh,bıçak,1.75,contextual,BERTurk,7,last,0.6212528367275162,12,12,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
212,özgür,haber,0.833333333,contextual,BERTurk,7,last,0.3292901634766692,10,9,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
213,palto,kapüşon,2.666666667,contextual,BERTurk,7,last,0.6567036580075248,5,14,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,2.4,2.5,2.3333333333333335,0.4,0.4285714285714285
214,ibadet,namaz,4.25,contextual,BERTurk,7,last,0.6839313087420744,11,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
215,soyut,somut,0.0,contextual,BERTurk,7,last,0.7873465454884998,13,13,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
216,süresiz,ebediyeten,7.416666667,contextual,BERTurk,7,last,0.41996307928913135,3,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.4,3.5,3.3333333333333335,0.2857142857142857,0.3
217,taşıt,kamyon,4.083333333,contextual,BERTurk,7,last,0.7507331690268496,15,13,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
218,tren,yakıt,1.333333333,contextual,BERTurk,7,last,0.595291287983019,8,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
219,yoldaş,keşiş,1.166666667,contextual,BERTurk,7,last,0.4887265599179509,10,7,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.6666666666666665,6.0,2.5,0.1666666666666666,0.4
220,horoz,sefer,0.25,contextual,BERTurk,7,last,0.4005213826338787,15,15,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.3333333333333335,2.5,5.0,0.4,0.2
221,tabure,çerçeve,0.583333333,contextual,BERTurk,7,last,0.5987635665841672,11,9,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.333333333333333,3.0,7.0,0.3333333333333333,0.1428571428571428
222,kordon,gülümseme,0.166666667,contextual,BERTurk,7,last,0.49216733434095317,14,15,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.75,3.0,4.5,0.3333333333333333,0.2222222222222222
223,zeki,akıllı,6.0,contextual,BERTurk,7,last,0.7639245914130823,9,7,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,4.0,6.0,0.25,0.1666666666666666
224,gençmişçesine,yaşlıymışçasına,0.083333333,contextual,BERTurk,7,last,0.9345556553674927,15,14,dbmdz/bert-base-turkish-cased,8,4,False,True,True,True,True,3.5,3.25,3.75,0.3076923076923077,0.2666666666666666
225,nezle,ilaç,1.416666667,contextual,BERTurk,7,last,0.44081803883990556,8,15,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.0,2.5,4.0,0.4,0.25
226,ilaç,çare,4.333333333,contextual,BERTurk,7,last,0.5519476222353266,15,12,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,4.0,4.0,0.25,0.25
227,devlet,para,0.75,contextual,BERTurk,7,last,0.48513051252699435,3,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
228,kavramsallaştırsın,çocuk,0.333333333,contextual,BERTurk,7,last,0.27992568087492375,15,15,dbmdz/bert-base-turkish-cased,5,4,False,True,True,False,False,4.6,4.5,5.0,0.2222222222222222,0.2
229,somurtma,kağıt,0.166666667,contextual,BERTurk,7,last,0.41675935504595163,15,15,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.25,2.6666666666666665,5.0,0.375,0.2
230,evrensel,bilimci,0.25,contextual,BERTurk,7,last,0.4446396936463317,13,9,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.0,8.0,3.5,0.125,0.2857142857142857
231,barınak,soğuk,0.416666667,contextual,BERTurk,7,last,0.3752767370337353,13,9,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.0,3.5,5.0,0.2857142857142857,0.2
232,ilaç,yakıt,0.583333333,contextual,BERTurk,7,last,0.6135422808238786,15,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
233,evetçiler,yağmur,0.166666667,contextual,BERTurk,7,last,0.38740820701774736,10,15,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,5.0,4.5,6.0,0.2222222222222222,0.1666666666666666
234,başlamadılarsa,düzenci,0.166666667,contextual,BERTurk,7,last,0.3322173327616672,15,8,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.2,4.666666666666667,3.5,0.2142857142857142,0.2857142857142857
235,devlet,memur,1.25,contextual,BERTurk,7,last,0.5326439122886872,3,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,6.0,5.0,0.1666666666666666,0.2
236,alkol,sofra,1.166666667,contextual,BERTurk,7,last,0.4343918176237427,6,15,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
237,boza,manken,0.25,contextual,BERTurk,7,last,0.4260746927670872,9,10,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.3333333333333335,2.0,6.0,0.5,0.1666666666666666
238,cevher,gözlükçü,0.416666667,contextual,BERTurk,7,last,0.4657888631488274,8,6,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.5,3.0,4.0,0.3333333333333333,0.25
239,anne,memur,0.25,contextual,BERTurk,7,last,0.5697865782474805,15,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,4.0,5.0,0.25,0.2
240,oğlan,ilkellik,0.25,contextual,BERTurk,7,last,0.4049916440139014,2,14,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.333333333333333,5.0,4.0,0.2,0.25
241,dostçasına,arkadaşımsı,5.833333333,contextual,BERTurk,7,last,0.4598115827504752,15,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.2,3.3333333333333335,5.5,0.3,0.1818181818181818
242,dua,yüzük,0.25,contextual,BERTurk,7,last,0.46843793897148567,14,12,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,3.0,5.0,0.3333333333333333,0.2
243,opak,geçirgen,2.5,contextual,BERTurk,7,last,0.6773277931547966,8,15,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.0,2.0,4.0,0.5,0.25
244,akıllı,deli,0.083333333,contextual,BERTurk,7,last,0.6295272088152377,7,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
245,din,dua,2.916666667,contextual,BERTurk,7,last,0.5528603119094427,8,14,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
246,saydam,süreli,0.25,contextual,BERTurk,7,last,0.43110361000871533,9,6,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.0,3.0,6.0,0.3333333333333333,0.1666666666666666
247,yağcılık,heykel,0.25,contextual,BERTurk,7,last,0.4032045235038858,12,15,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.666666666666667,4.0,6.0,0.25,0.1666666666666666
248,maymungilleri,muz,1.666666667,contextual,BERTurk,7,last,0.4334478152472483,13,7,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,4.0,4.333333333333333,3.0,0.2307692307692307,0.3333333333333333
249,oksijen,hayat,2.25,contextual,BERTurk,7,last,0.47451748973821717,15,7,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
250,hastane,çare,2.5,contextual,BERTurk,7,last,0.46707221236399477,7,12,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,7.0,4.0,0.1428571428571428,0.25
251,içki,boza,1.363636364,contextual,BERTurk,7,last,0.5141892677322051,12,9,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,2.6666666666666665,4.0,2.0,0.25,0.5
252,tahta,ahşap,6.5,contextual,BERTurk,7,last,0.764833619958265,7,14,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
253,kral,yağcılık,0.833333333,contextual,BERTurk,7,last,0.4105676640562228,6,12,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,4.0,4.0,0.25,0.25
254,teizm,inançlılık,5.25,contextual,BERTurk,7,last,0.5429457073585191,13,11,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,3.75,2.5,5.0,0.4,0.2
255,kordon,sicim,3.5,contextual,BERTurk,7,last,0.6080016934076129,14,14,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
256,fani,adalet,0.25,contextual,BERTurk,7,last,0.42555300470360424,8,12,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.3333333333333335,2.0,6.0,0.5,0.1666666666666666
257,ikindi,oğlan,0.166666667,contextual,BERTurk,7,last,0.4469182466127998,7,2,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,3.0,5.0,0.3333333333333333,0.2
258,deneyimleme,tecrübelenme,8.416666667,contextual,BERTurk,7,last,0.7640823571127779,15,14,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,5.75,5.5,6.0,0.1818181818181818,0.1666666666666666
259,satmışlardır,lokanta,0.166666667,contextual,BERTurk,7,last,0.4191585400756095,15,9,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,6.333333333333333,6.0,7.0,0.1666666666666666,0.1428571428571428
260,kırmızı,namaz,0.166666667,contextual,BERTurk,7,last,0.4081661102430325,12,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,7.0,5.0,0.1428571428571428,0.2
261,mezarhane,kabristan,8.5,contextual,BERTurk,7,last,0.617696668335432,8,9,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,3.6,4.5,3.0,0.2222222222222222,0.3333333333333333
262,ekonomi,para,3.5,contextual,BERTurk,7,last,0.5932395579205569,8,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,7.0,4.0,0.1428571428571428,0.25
263,dua,namaz,4.166666667,contextual,BERTurk,7,last,0.5869146810580139,14,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.0,3.0,5.0,0.3333333333333333,0.2
264,arkadaşımsı,kitaphane,0.333333333,contextual,BERTurk,7,last,0.3791926016308106,15,8,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,5.0,5.5,4.5,0.1818181818181818,0.2222222222222222
265,enerjik,yorgun,0.083333333,contextual,BERTurk,7,last,0.49688050283310203,7,3,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,4.333333333333333,3.5,6.0,0.2857142857142857,0.1666666666666666
266,kağıt,gazete,2.0,contextual,BERTurk,7,last,0.5996963070281346,15,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
267,cihaz,radyo,2.5,contextual,BERTurk,7,last,0.6065310168739281,7,6,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
268,kral,affedişi,0.166666667,contextual,BERTurk,7,last,0.3692870795521187,6,11,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,4.0,4.0,0.25,0.25
269,yeni,gençmişçesine,1.25,contextual,BERTurk,7,last,0.33267490182037773,8,15,dbmdz/bert-base-turkish-cased,5,4,False,True,False,True,False,3.4,4.0,3.25,0.25,0.3076923076923077
270,öğrenci,hayta,0.833333333,contextual,BERTurk,7,last,0.44588256645968416,15,10,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,7.0,2.5,0.1428571428571428,0.4
271,araba,petrol,1.416666667,contextual,BERTurk,7,last,,14,0,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
272,şiddetli,sarsıcı,6.25,contextual,BERTurk,7,last,0.602953697888612,7,13,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.0,8.0,3.5,0.125,0.2857142857142857
273,su,deniz,3.666666667,contextual,BERTurk,7,last,0.680080306695593,13,9,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,3.5,2.0,5.0,0.5,0.2
274,başlamadılarsa,başladılarsa,0.0,contextual,BERTurk,7,last,0.9533039435989981,15,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,5.2,4.666666666666667,6.0,0.2142857142857142,0.1666666666666666
275,normalleşiyor,anormalleşiyor,0.0,contextual,BERTurk,7,last,0.9557159012604521,15,15,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,6.75,6.5,7.0,0.1538461538461538,0.1428571428571428
276,kan,kırmızı,1.833333333,contextual,BERTurk,7,last,0.5575609584302458,12,12,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,3.0,7.0,0.3333333333333333,0.1428571428571428
277,beyaz,papatya,1.333333333,contextual,BERTurk,7,last,0.45407548991490354,2,1,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,5.0,3.5,0.2,0.2857142857142857
278,kıyı,ormanlık,0.5,contextual,BERTurk,7,last,0.4955518947227233,9,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,4.0,8.0,0.25,0.125
279,orman,kabristan,0.666666667,contextual,BERTurk,7,last,0.5391262015931313,1,9,dbmdz/bert-base-turkish-cased,4,3,False,True,False,True,False,3.5,5.0,3.0,0.2,0.3333333333333333
280,üşengen,harika,0.25,contextual,BERTurk,7,last,0.4198400630268625,7,8,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.25,2.3333333333333335,6.0,0.4285714285714285,0.1666666666666666
281,normalleşiyor,ısınmış,0.166666667,contextual,BERTurk,7,last,0.5068073010571299,15,10,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,5.0,6.5,3.5,0.1538461538461538,0.2857142857142857
282,radyo,müzik,3.583333333,contextual,BERTurk,7,last,0.6502797270207866,6,3,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
283,suçlu,masum,0.0,contextual,BERTurk,7,last,0.6883210229773715,12,13,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
284,erkekçene,yüreklicesine,3.583333333,contextual,BERTurk,7,last,0.6138104374142862,8,4,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,3.6666666666666665,3.0,4.333333333333333,0.3333333333333333,0.2307692307692307
285,ısınmış,barıştırılırken,0.666666667,contextual,BERTurk,7,last,0.44795662723110785,10,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.4,3.5,5.0,0.2857142857142857,0.2
286,pratikleştirsin,kavramsallaştırsın,0.166666667,contextual,BERTurk,7,last,0.9440383954500631,15,15,dbmdz/bert-base-turkish-cased,7,4,False,True,True,True,True,4.714285714285714,5.0,4.5,0.2,0.2222222222222222
287,televizyon,cenin,0.25,contextual,BERTurk,7,last,0.47409091642671464,12,5,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.0,10.0,2.5,0.1,0.4
288,pimpirikli,bıçak,0.166666667,contextual,BERTurk,7,last,0.454520881407668,4,12,dbmdz/bert-base-turkish-cased,5,4,False,True,True,False,False,3.0,2.5,5.0,0.4,0.2
289,mezarlık,ormanlık,1.083333333,contextual,BERTurk,7,last,0.569619655581651,5,2,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,5.333333333333333,4.0,8.0,0.25,0.125
290,mutluluk,harika,2.0,contextual,BERTurk,7,last,0.574050650246371,9,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,7.0,8.0,6.0,0.125,0.1666666666666666
291,hastane,rahatsız,2.166666667,contextual,BERTurk,7,last,0.46923557829915175,7,4,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,7.5,7.0,8.0,0.1428571428571428,0.125
292,özgür,yardım,0.166666667,contextual,BERTurk,7,last,0.42537359803839225,10,13,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.5,5.0,6.0,0.2,0.1666666666666666
293,horultu,saray,0.25,contextual,BERTurk,7,last,0.4771812712823813,15,9,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.0,2.3333333333333335,5.0,0.4285714285714285,0.2
294,üretim,sanatçı,1.166666667,contextual,BERTurk,7,last,0.5143187876406519,11,15,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.5,6.0,7.0,0.1666666666666666,0.1428571428571428
295,peşinatsız,ekonomi,0.666666667,contextual,BERTurk,7,last,0.3510441588303532,10,8,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,4.25,3.3333333333333335,7.0,0.3,0.1428571428571428
296,mutfak,ocak,1.666666667,contextual,BERTurk,7,last,0.6131226022219992,8,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
297,böcek,kelebek,2.5,contextual,BERTurk,7,last,0.7956592019871522,9,10,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,5.0,7.0,0.2,0.1428571428571428
298,çenebazlığına,geçirgen,0.166666667,contextual,BERTurk,7,last,0.41114237585623004,8,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.2,4.333333333333333,4.0,0.2307692307692307,0.25
299,geçirgen,cam,1.166666667,contextual,BERTurk,7,last,0.46106988705510243,15,10,dbmdz/bert-base-turkish-cased,3,2,False,True,True,False,False,3.6666666666666665,4.0,3.0,0.25,0.3333333333333333
300,beyaz,külot,1.416666667,contextual,BERTurk,7,last,0.4181272561966578,2,14,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.3333333333333335,5.0,2.5,0.2,0.4
301,tımarhane,deli,2.333333333,contextual,BERTurk,7,last,0.4100329879005964,8,8,dbmdz/bert-base-turkish-cased,4,3,False,True,True,False,False,3.25,3.0,4.0,0.3333333333333333,0.25
302,muhalefetçiler,kemalci,2.090909091,contextual,BERTurk,7,last,0.6089535540959163,11,10,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,5.25,7.0,3.5,0.1428571428571428,0.2857142857142857
303,savaştırılırken,cezalandırışı,0.666666667,contextual,BERTurk,7,last,0.5194156325575412,15,10,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,5.6,5.0,6.5,0.2,0.1538461538461538
304,zaman,ikindi,1.833333333,contextual,BERTurk,7,last,0.4634984699617426,7,7,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,3.6666666666666665,5.0,3.0,0.2,0.3333333333333333
305,atatürkist,tecrübelenme,0.25,contextual,BERTurk,7,last,0.3997532421470258,15,14,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,5.5,5.0,6.0,0.2,0.1666666666666666
306,lamba,geceleyin,1.333333333,contextual,BERTurk,7,last,0.43960456359126243,10,15,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.666666666666667,5.0,4.5,0.2,0.2222222222222222
307,sabır,sabırsızlık,0.166666667,contextual,BERTurk,7,last,0.5410511868321427,5,15,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.333333333333333,5.0,5.5,0.2,0.1818181818181818
308,transparan,deneyimleme,0.166666667,contextual,BERTurk,7,last,0.4029155271694842,15,15,dbmdz/bert-base-turkish-cased,5,3,False,True,True,True,True,4.2,3.3333333333333335,5.5,0.3,0.1818181818181818
309,haşarı,hayta,7.5,contextual,BERTurk,7,last,0.4815143160463198,15,10,dbmdz/bert-base-turkish-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
310,yiyecek,horoz,0.833333333,contextual,BERTurk,7,last,0.4333255997597838,15,15,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.0,7.0,2.5,0.1428571428571428,0.4
311,yoğurt,inançlılık,0.25,contextual,BERTurk,7,last,0.4331484205788976,7,11,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,5.333333333333333,6.0,5.0,0.1666666666666666,0.2
312,kıtlıklarda,bolluklarda,0.0,contextual,BERTurk,7,last,0.915234254467359,15,15,dbmdz/bert-base-turkish-cased,6,3,False,True,True,True,True,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.2727272727272727,0.2727272727272727
313,siyah,beyaz,0.0,contextual,BERTurk,7,last,0.8144261219836988,15,2,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
314,otomobil,tren,4.0,contextual,BERTurk,7,last,0.6540398993404232,3,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,6.0,8.0,4.0,0.125,0.25
315,mutluluk,sicim,0.25,contextual,BERTurk,7,last,0.41793710273311613,9,14,dbmdz/bert-base-turkish-cased,3,2,False,True,False,True,False,4.333333333333333,8.0,2.5,0.125,0.4
316,fırın,ocak,6.666666667,contextual,BERTurk,7,last,0.727118318176143,6,8,dbmdz/bert-base-turkish-cased,2,1,True,False,False,False,False,4.5,5.0,4.0,0.2,0.25
