W1,W2,Sim,baseline_name,embedding_dim,seed,random_cosine_similarity
sanatçı,şair,3.666666667,random_baseline,768,42,-0.058701564
mezarhane,ölü,1.583333333,random_baseline,768,42,0.033048995
anarşist,aykırı,4.166666667,random_baseline,768,42,0.0678051
uzak,fazlalık,0.333333333,random_baseline,768,42,0.03456033
fazlalık,noksan,0.083333333,random_baseline,768,42,0.056279823
meslek,sanatçı,2.166666667,random_baseline,768,42,0.024680771
tıp,yardım,1.333333333,random_baseline,768,42,-0.034715194
kuyumcu,yüzük,1.916666667,random_baseline,768,42,-0.013659183
meyve,manavınkiler,2.416666667,random_baseline,768,42,0.03598684
devlet,korumaktaydılar,0.25,random_baseline,768,42,-0.013500605
kelebek,kemik,0.25,random_baseline,768,42,0.060835876
harika,şahane,7.833333333,random_baseline,768,42,0.006863393
faiz,kazanç,4.166666667,random_baseline,768,42,0.036655426
mezarlık,mezar,5.25,random_baseline,768,42,0.04402551
gazete,haber,3.833333333,random_baseline,768,42,0.0030551748
kıyı,sahil,7.666666667,random_baseline,768,42,-0.11741029
hukuk,ispatım,1.583333333,random_baseline,768,42,0.015020069
gündüz,geceleyin,0.083333333,random_baseline,768,42,-0.04333256
noksan,gömlek,0.166666667,random_baseline,768,42,0.060815483
kötülüyorsun,bolluklarda,0.166666667,random_baseline,768,42,-0.013088461
alışkın,yeni,0.25,random_baseline,768,42,-0.018211398
uygulamak,alet,0.666666667,random_baseline,768,42,0.03979525
cevher,mücevher,3.5,random_baseline,768,42,0.09539965
medya,gazete,4.083333333,random_baseline,768,42,-0.08660076
kadeh,içki,3.0,random_baseline,768,42,-0.011026463
atletik,ebleh,0.25,random_baseline,768,42,0.02806411
okul,öğrenci,1.666666667,random_baseline,768,42,0.009152939
öldürülüşündeki,suçlu,0.916666667,random_baseline,768,42,0.018808354
düzenci,anarşist,0.083333333,random_baseline,768,42,0.04046075
kıyı,gemicik,0.75,random_baseline,768,42,-0.02327292
oruç,zaman,1.166666667,random_baseline,768,42,-0.029428737
kadın,çocuk,1.416666667,random_baseline,768,42,0.010950615
ateistlik,teizm,0.666666667,random_baseline,768,42,0.006973707
barıştırılırken,savaştırılırken,0.0,random_baseline,768,42,0.03299425
horoz,alet,0.25,random_baseline,768,42,0.0018046126
borçlanmak,alacaklanmak,0.0,random_baseline,768,42,-0.032662433
maymunsuları,maymungilleri,7.5,random_baseline,768,42,-0.030530237
hamile,düzenci,0.25,random_baseline,768,42,0.038571432
öğle,orman,0.25,random_baseline,768,42,0.0107098725
otomobil,araba,9.166666667,random_baseline,768,42,-0.045655314
meyve,muz,3.166666667,random_baseline,768,42,-0.012825521
süt,bilişim,0.25,random_baseline,768,42,-0.021709703
atatürkist,davadaş,1.0,random_baseline,768,42,0.055578046
mezar,ölü,2.166666667,random_baseline,768,42,0.044040248
vitrin,manken,1.25,random_baseline,768,42,0.015691038
turizm,düzenci,0.25,random_baseline,768,42,-0.01567987
fani,ölü,2.166666667,random_baseline,768,42,0.013284713
sosyalleştirdikleri,başıboş,0.166666667,random_baseline,768,42,0.04170506
kirlice,lamba,0.166666667,random_baseline,768,42,-0.016164832
kadın,hamile,1.916666667,random_baseline,768,42,-0.012720695
karışık,temiz,0.333333333,random_baseline,768,42,0.0037299488
şair,sabır,0.333333333,random_baseline,768,42,-0.024030544
maymunsuları,kuş,1.083333333,random_baseline,768,42,0.053740177
şeffaf,transparan,9.25,random_baseline,768,42,-0.060839534
hayvan,böcek,2.916666667,random_baseline,768,42,-0.010843965
cisim,somut,2.166666667,random_baseline,768,42,-0.040119343
aile,anne,1.916666667,random_baseline,768,42,-0.09345021
varlık,cisim,4.25,random_baseline,768,42,0.06610379
öğle,ikindi,4.583333333,random_baseline,768,42,0.049362894
soğuk,sıcak,0.0,random_baseline,768,42,-0.01039049
peşinatsız,gülümseme,0.166666667,random_baseline,768,42,0.013868459
kum,hastane,0.25,random_baseline,768,42,0.018960264
fırın,kahin,0.25,random_baseline,768,42,-0.057870135
uyumlu,aykırı,0.0,random_baseline,768,42,-0.054407347
