QID,W1,W2,Sim,Rel,S,D,R,U,SR,DR,SU,DU,AVG-C,W1F,W2F,AnyOOV,TwoOOV,EstSyn,EstAnt,EstRHigh,EstRMed,EstRLow,EstHyp,EstMer,W1-RWG,W2-RWG,RWMin,W1-DG,W2-DG,DGMax,W1-IG,W2-IG,IGMax,word1_subtokens,word2_subtokens,word1_fragmented,word2_fragmented,word1_tokens,word2_tokens
118,mücevher,sicim,"0,333333333",1,False,True,False,True,False,False,False,True,,2332,257,FALSE,FALSE,0,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,1,2,False,True,['mücevher'],"['si', '##cim']"
119,külot,aile,"0,25","0,25",False,True,False,True,False,False,False,True,"6,89",291,68301,FALSE,FALSE,0,0,0,0,1,0,0,2,5,2,0,0,0,0,0,0,2,1,True,False,"['kül', '##ot']",['aile']
120,mezarhane,mutfak,"0,25","0,166666667",False,True,False,True,False,False,False,True,,1,9902,FALSE,FALSE,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,2,1,True,False,"['mezar', '##hane']",['mutfak']
121,bitirdilerse,geceleyin,"0,166666667","1,583333333",False,True,False,True,False,False,False,True,,5,533,FALSE,FALSE,0,0,0,0,1,0,0,1,3,1,1,2,2,0,0,0,2,2,True,True,"['bitirdi', '##lerse']","['gece', '##leyin']"
122,yoldaş,delikanlı,"0,833333333","2,333333333",False,True,False,True,False,False,False,True,,894,5217,FALSE,FALSE,0,0,0,1,0,0,0,3,4,3,1,0,1,0,0,0,1,1,False,False,['yoldaş'],['delikanlı']
123,ıslak,serin,"1,75",5,False,True,True,False,False,True,False,False,,3612,3675,FALSE,FALSE,0,0,0,1,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['ıslak'],['serin']
124,barınak,tımarhane,"0,666666667","1,083333333",False,True,False,True,False,False,False,True,"6,43",890,113,FALSE,FALSE,0,0,0,1,0,0,0,3,2,2,1,1,1,0,0,0,2,3,True,True,"['barın', '##ak']","['t', '##ımar', '##hane']"
125,zarar,kadın,"0,25","0,416666667",False,True,False,True,False,False,False,True,"2,41",70292,156275,FALSE,FALSE,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['zarar'],['kadın']
126,atletik,avare,"0,333333333","0,166666667",False,True,False,True,False,False,False,True,"4,56",760,460,FALSE,FALSE,0,0,0,0,1,0,0,3,3,3,1,0,1,0,0,0,2,2,True,True,"['atlet', '##ik']","['av', '##are']"
127,cansız,yaşlıymışçasına,"0,916666667",2,False,True,False,True,False,False,False,True,"5,29",2023,0,TRUE,FALSE,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,1,4,False,True,['cansız'],"['yaşlı', '##ymış', '##çası', '##na']"
128,peynir,karton,"0,25","0,416666667",False,True,False,True,False,False,False,True,"6,88",7434,1467,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['peynir'],['karton']
129,süreli,süresiz,"0,083333333","8,583333333",False,True,True,False,False,True,False,False,,19345,2757,FALSE,FALSE,0,1,1,0,0,0,0,4,3,3,0,1,1,0,0,0,1,2,False,True,['süreli'],"['süresi', '##z']"
130,tutsak,özgür,"0,083333333","8,666666667",False,True,True,False,False,True,False,False,,1783,28827,FALSE,FALSE,0,1,1,0,0,0,0,3,4,3,1,0,1,0,0,0,1,1,False,False,['tutsak'],['özgür']
131,gevşek,heykel,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,2089,6983,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,2,1,True,False,"['gevş', '##ek']",['heykel']
132,kamyon,sesteş,"0,083333333","0,083333333",False,True,False,True,False,False,False,True,"6,96",8715,12,FALSE,FALSE,0,0,0,0,1,0,0,4,1,1,0,1,1,0,0,0,1,2,False,True,['kamyon'],"['ses', '##teş']"
133,yiyecek,sos,"2,666666667","7,166666667",False,True,True,False,False,True,False,False,,10836,2820,FALSE,FALSE,0,0,0,1,0,0,1,4,3,3,0,0,0,0,0,0,1,1,False,False,['yiyecek'],['sos']
134,modernite,ilkellik,"0,25",6,False,True,True,False,False,True,False,False,,560,167,FALSE,FALSE,0,1,1,0,0,0,0,3,2,2,0,0,0,0,0,0,2,2,True,True,"['modern', '##ite']","['ilkel', '##lik']"
135,keşiş,kahin,"3,083333333","5,25",False,True,True,False,False,True,False,False,,306,477,FALSE,FALSE,0,0,0,1,0,0,0,2,3,2,0,0,0,0,0,0,2,2,True,True,"['keş', '##iş']","['kah', '##in']"
136,turna,uygulamak,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,551,6566,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,1,1,0,0,0,2,1,True,False,"['turn', '##a']",['uygulamak']
137,ormanlık,fotoğraf,"0,416666667","2,5",False,True,False,True,False,False,False,True,,2575,80225,FALSE,FALSE,0,0,0,1,0,0,0,3,5,3,1,0,1,0,0,0,1,1,False,False,['ormanlık'],['fotoğraf']
138,sosyalleştirdikleri,asosyalleştirdikleri,"0,083333333","8,166666667",False,True,True,False,False,True,False,False,,0,0,TRUE,TRUE,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4,True,True,"['sosyal', '##leştir', '##dikleri']","['as', '##osyal', '##leştir', '##dikleri']"
139,cinayetindeki,kemik,"0,25","2,166666667",False,True,False,True,False,False,False,True,,51,9289,FALSE,FALSE,0,0,0,0,1,0,0,2,4,2,0,0,0,2,0,2,3,1,True,False,"['cinayeti', '##nde', '##ki']",['kemik']
140,masum,kuşku,"0,416666667","4,75",False,True,False,True,False,False,False,True,,12698,7530,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['masum'],['kuşku']
141,delikanlı,büyücü,"0,25","0,166666667",False,True,False,True,False,False,False,True,,5217,922,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,1,1,0,0,0,1,2,False,True,['delikanlı'],"['büyü', '##cü']"
142,uzun,atletik,"3,083333333","5,916666667",False,True,True,False,False,True,False,False,,230525,760,FALSE,FALSE,0,0,0,1,0,0,0,5,3,3,0,1,1,0,0,0,1,2,False,True,['uzun'],"['atlet', '##ik']"
143,deniz,sahil,5,"8,666666667",True,False,True,False,True,False,False,False,"6,57",116696,9500,FALSE,FALSE,0,0,1,0,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['deniz'],['sahil']
144,orman,meyve,"1,416666667","6,166666667",False,True,True,False,False,True,False,False,"6,57",29908,17748,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['orman'],['meyve']
145,hayat,nefes,"3,083333333","7,583333333",False,True,True,False,False,True,False,False,3,65846,20542,FALSE,FALSE,0,0,1,0,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['hayat'],['nefes']
146,mızrap,tabure,"0,25","0,5",False,True,False,True,False,False,False,True,"6,15",150,136,FALSE,FALSE,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,2,2,True,True,"['mız', '##rap']","['tabur', '##e']"
147,sıcak,ısınmış,"7,5","8,333333333",True,False,True,False,True,False,False,False,,561440,273,FALSE,FALSE,1,0,1,0,0,0,0,5,2,2,0,2,2,0,0,0,1,2,False,True,['sıcak'],"['ısın', '##mış']"
148,gülüş,gülümseme,"8,75","9,166666667",True,False,True,False,True,False,False,False,"4,66",506,1548,FALSE,FALSE,1,0,1,0,0,0,0,3,3,3,1,2,2,0,0,0,1,2,False,True,['gülüş'],"['gülümsem', '##e']"
149,muz,gemicik,"0,583333333","0,666666667",False,True,False,True,False,False,False,True,"6,92",2917,1,FALSE,FALSE,0,0,0,0,1,0,0,3,1,1,0,1,1,0,0,0,1,2,False,True,['muz'],"['gemi', '##cik']"
150,hukuk,hayat,"0,416666667","2,166666667",False,True,False,True,False,False,False,True,"3,79",71683,65846,FALSE,FALSE,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['hukuk'],['hayat']
151,evetçiler,hayırcılar,0,"9,333333333",False,True,True,False,False,True,False,False,,50,87,FALSE,FALSE,0,1,1,0,0,0,0,2,2,2,1,1,1,1,1,1,2,2,True,True,"['evet', '##çiler']","['hayır', '##cılar']"
152,kamyon,manken,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,96",8715,9006,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['kamyon'],['manken']
153,terazi,adalet,2,"6,833333333",False,True,True,False,False,True,False,False,"6,58",2139,59379,FALSE,FALSE,0,0,1,0,0,0,0,3,5,3,0,0,0,0,0,0,2,1,True,False,"['ter', '##azi']",['adalet']
154,sarsıcı,gençmişçesine,"0,166666667","0,25",False,True,False,True,False,False,False,True,"2,68",1229,0,TRUE,FALSE,0,0,0,0,1,0,0,3,0,0,2,2,2,0,0,0,2,4,True,True,"['sars', '##ıcı']","['genç', '##miş', '##çesi', '##ne']"
155,uzak,yakın,0,"9,25",False,True,True,False,False,True,False,False,"2,87",57989,153814,FALSE,FALSE,0,1,1,0,0,0,0,5,5,5,0,1,1,0,0,0,1,1,False,False,['uzak'],['yakın']
156,dükkan,vitrin,"2,333333333","7,545454545",False,True,True,False,False,True,False,False,,5370,1725,FALSE,FALSE,0,0,1,0,0,0,1,4,3,3,0,0,0,0,0,0,1,1,False,False,['dükkan'],['vitrin']
157,nefes,oksijen,"3,75","8,166666667",False,True,True,False,False,True,False,False,"5,68",20542,6174,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['nefes'],['oksijen']
158,enginar,boza,"0,75","3,083333333",False,True,False,True,False,False,False,True,"6,74",1068,392,FALSE,FALSE,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,2,2,True,True,"['engin', '##ar']","['boz', '##a']"
159,giysi,külot,"2,916666667","6,916666667",False,True,True,False,False,True,False,False,"6,54",2773,291,FALSE,FALSE,0,0,0,1,0,1,0,3,2,2,1,0,1,0,0,0,1,2,False,True,['giysi'],"['kül', '##ot']"
160,deneyimleme,pratikleştirsin,"1,916666667","4,75",False,True,False,True,False,False,False,True,,20,0,TRUE,FALSE,0,0,1,0,0,0,0,1,0,0,2,2,2,0,1,1,2,3,True,True,"['deneyim', '##leme']","['pratik', '##leştir', '##sin']"
161,sahil,ormanlık,"0,666666667","3,75",False,True,False,True,False,False,False,True,"6,38",9500,2575,FALSE,FALSE,0,0,0,1,0,0,0,4,3,3,0,1,1,0,0,0,1,1,False,False,['sahil'],['ormanlık']
162,masum,öldürülüşündeki,"0,25","2,916666667",False,True,False,True,False,False,False,True,,12698,2,FALSE,FALSE,0,0,1,0,0,0,0,4,1,1,0,2,2,0,2,2,1,3,False,True,['masum'],"['öldürül', '##üş', '##ündeki']"
163,siyah,petrol,"0,75","5,833333333",False,True,True,False,False,True,False,False,,51232,91273,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['siyah'],['petrol']
164,haşarı,enerjik,"3,5","5,75",False,True,True,False,False,True,False,False,"2,85",236,1699,FALSE,FALSE,0,0,0,1,0,0,0,2,3,2,0,1,1,0,0,0,2,2,True,True,"['haş', '##arı']","['enerji', '##k']"
165,teizm,müzik,"0,25","0,25",False,True,False,True,False,False,False,True,,27,83849,FALSE,FALSE,0,0,0,0,1,0,0,1,5,1,1,0,1,0,0,0,2,1,True,False,"['te', '##izm']",['müzik']
166,para,faiz,"2,166666667","6,666666667",False,True,True,False,False,True,False,False,"6,41",207792,96787,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['para'],['faiz']
167,normalleşiyor,sabahlardaki,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,61,2,FALSE,FALSE,0,0,0,0,1,0,0,2,1,1,1,0,1,1,2,2,2,2,True,True,"['normal', '##leşiyor']","['sabah', '##lardaki']"
168,atatürkçülerden,kemalizmcilerden,"9,083333333","8,916666667",True,False,True,False,True,False,False,False,,6,0,TRUE,FALSE,0,0,0,1,0,0,0,1,0,0,1,2,2,2,2,2,3,4,True,True,"['atatürk', '##çü', '##lerden']","['kemal', '##izm', '##ciler', '##den']"
169,alkol,viski,"4,363636364","8,833333333",False,True,True,False,False,True,False,False,,16236,1693,FALSE,FALSE,0,0,1,0,0,0,1,4,3,3,0,0,0,0,0,0,1,2,False,True,['alkol'],"['v', '##iski']"
170,muhalefetçiler,iktidarcılar,"0,083333333","8,916666667",False,True,True,False,False,True,False,False,,0,1,TRUE,FALSE,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,True,True,"['muhalefet', '##çiler']","['iktidar', '##cılar']"
171,horoz,tavuk,"5,916666667",9,True,False,True,False,True,False,False,False,,1814,11603,FALSE,FALSE,0,0,1,0,0,0,0,3,4,3,0,0,0,0,0,0,2,1,True,False,"['hor', '##oz']",['tavuk']
172,çerçeve,fotoğraf,"2,916666667","8,5",False,True,True,False,False,True,False,False,"6,76",17814,80225,FALSE,FALSE,0,0,1,0,0,0,1,4,5,4,0,0,0,0,0,0,1,1,False,False,['çerçeve'],['fotoğraf']
173,süt,lokanta,"1,083333333","3,416666667",False,True,False,True,False,False,False,True,"6,79",19593,3743,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['süt'],['lokanta']
174,tahta,tabure,"1,583333333","6,583333333",False,True,True,False,False,True,False,False,"6,94",6150,136,FALSE,FALSE,0,0,1,0,0,0,1,4,2,2,0,0,0,0,0,0,1,2,False,True,['tahta'],"['tabur', '##e']"
175,kağıt,karton,"4,416666667","7,833333333",False,True,True,False,False,True,False,False,"6,83",14940,1467,FALSE,FALSE,1,0,1,0,0,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['kağıt'],['karton']
176,varlık,para,"4,666666667","7,666666667",False,True,True,False,False,True,False,False,"3,78",14909,207792,FALSE,FALSE,0,0,0,1,0,0,0,4,5,4,1,0,1,0,0,0,1,1,False,False,['varlık'],['para']
177,ses,sesteş,"3,166666667","6,416666667",False,True,True,False,False,True,False,False,"5,45",57760,12,FALSE,FALSE,0,0,0,0,1,0,0,5,1,1,0,1,1,0,0,0,1,2,False,True,['ses'],"['ses', '##teş']"
178,eksik,ilaç,"0,166666667","0,333333333",False,True,False,True,False,False,False,True,,29303,42220,FALSE,FALSE,0,0,0,0,1,0,0,4,5,4,1,0,1,0,0,0,1,1,False,False,['eksik'],['ilaç']
179,eşya,cisim,"5,166666667",7,True,False,True,False,True,False,False,False,"6,56",18174,2265,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['eşya'],['cisim']
180,haber,uzun,"0,333333333","0,916666667",False,True,False,True,False,False,False,True,"4,55",119460,230525,FALSE,FALSE,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['haber'],['uzun']
181,hayırcılar,barıştırılırken,"0,166666667","1,333333333",False,True,False,True,False,False,False,True,,87,2,FALSE,FALSE,0,0,0,0,1,0,0,2,1,1,1,2,2,1,0,1,2,3,True,True,"['hayır', '##cılar']","['barış', '##tır', '##ılırken']"
182,pamuk,giysi,"1,25",7,False,True,True,False,False,True,False,False,"6,77",17842,2773,FALSE,FALSE,0,0,0,1,0,0,1,4,3,3,0,1,1,0,0,0,1,1,False,False,['pamuk'],['giysi']
183,hamile,cenin,"2,333333333","7,916666667",False,True,True,False,False,True,False,False,,12317,1560,FALSE,FALSE,0,0,1,0,0,0,1,4,3,3,0,0,0,0,0,0,1,2,False,True,['hamile'],"['cen', '##in']"
184,ispatım,almışlardır,"0,181818182","0,25",False,True,False,True,False,False,False,True,,5,1038,FALSE,FALSE,0,0,0,0,1,0,0,1,3,1,0,0,0,1,2,2,2,2,True,True,"['ispat', '##ım']","['almış', '##lardır']"
185,süt,yoğurt,"3,833333333","8,5",False,True,True,False,False,True,False,False,"6,79",19593,5450,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['süt'],['yoğurt']
186,cansız,enerjik,"0,083333333",7,False,True,True,False,False,True,False,False,"5,29",2023,1699,FALSE,FALSE,0,1,1,0,0,0,0,3,3,3,1,1,1,0,0,0,1,2,False,True,['cansız'],"['enerji', '##k']"
187,sahil,kum,"2,583333333","8,583333333",False,True,True,False,False,True,False,False,"6,38",9500,6726,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['sahil'],['kum']
188,ses,mızrap,"0,833333333","5,833333333",False,True,True,False,False,True,False,False,"5,45",57760,150,FALSE,FALSE,0,0,0,1,0,0,0,5,2,2,0,0,0,0,0,0,1,2,False,True,['ses'],"['mız', '##rap']"
189,davadaş,ebediyeten,"0,5","1,25",False,True,False,True,False,False,False,True,,0,2,TRUE,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2,3,True,True,"['davada', '##ş']","['ebedi', '##yet', '##en']"
190,bitki,çiçek,"4,416666667","7,916666667",False,True,True,False,False,True,False,False,"6,6",11980,33522,FALSE,FALSE,0,0,0,1,0,1,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['bitki'],['çiçek']
191,seyahat,sefer,"5,583333333","8,166666667",True,False,True,False,True,False,False,False,,15936,24702,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['seyahat'],['sefer']
192,yardım,aile,"0,583333333","4,25",False,True,False,True,False,False,False,True,"2,92",100548,68301,FALSE,FALSE,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['yardım'],['aile']
193,petrol,yakıt,"5,25",9,True,False,True,False,True,False,False,False,"6,56",91273,12371,FALSE,FALSE,0,0,1,0,0,0,1,5,4,4,0,1,1,0,0,0,1,1,False,False,['petrol'],['yakıt']
194,şair,modernite,"0,583333333","2,083333333",False,True,False,True,False,False,False,True,"5,59",17028,560,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,2,False,True,['şair'],"['modern', '##ite']"
195,gevşek,sıkı,0,"9,166666667",False,True,True,False,False,True,False,False,,2089,29614,FALSE,FALSE,0,1,1,0,0,0,0,3,4,3,0,1,1,0,0,0,2,1,True,False,"['gevş', '##ek']",['sıkı']
196,cihaz,lamba,2,"6,083333333",False,True,True,False,False,True,False,False,"6,43",9397,1579,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['cihaz'],['lamba']
197,din,devlet,"0,5","6,166666667",False,True,True,False,False,True,False,False,"2,22",51607,336669,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['din'],['devlet']
198,saldırmaktaydılar,suskunluğuna,"0,166666667","1,75",False,True,False,True,False,False,False,True,,0,103,TRUE,FALSE,0,0,0,0,1,0,0,0,2,0,1,2,2,2,2,2,4,3,True,True,"['saldır', '##makta', '##ydı', '##lar']","['sus', '##kun', '##luğuna']"
199,nezle,yorgunluk,"1,416666667","5,583333333",False,True,True,False,False,True,False,False,"5,2",1168,4796,FALSE,FALSE,0,0,0,1,0,0,0,3,4,3,0,2,2,0,0,0,2,1,True,False,"['nez', '##le']",['yorgunluk']
200,cevher,fotoğraf,"0,25","0,166666667",False,True,False,True,False,False,False,True,,1957,80225,FALSE,FALSE,0,0,0,0,1,0,0,3,5,3,0,0,0,0,0,0,2,1,True,False,"['cev', '##her']",['fotoğraf']
201,uzak,karınca,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,"2,87",57989,2158,FALSE,FALSE,0,0,0,0,1,0,0,5,3,3,0,0,0,0,0,0,1,1,False,False,['uzak'],['karınca']
202,üşengeç,ebleh,"0,583333333","2,25",False,True,False,True,False,False,False,True,"3,06",47,61,FALSE,FALSE,0,0,0,0,1,0,0,2,2,2,1,0,1,0,0,0,3,3,True,True,"['üş', '##en', '##geç']","['eb', '##le', '##h']"
203,yedigen,biçimlendirilmişlerdir,"0,333333333",1,False,True,False,True,False,False,False,True,,0,1,TRUE,FALSE,0,0,1,0,0,0,0,0,1,0,1,2,2,0,2,2,2,4,True,True,"['yedi', '##gen']","['biçim', '##lendir', '##ilmiş', '##lerdir']"
204,bilimci,karışık,"0,166666667","1,083333333",False,True,False,True,False,False,False,True,"5,46",1213,12017,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,2,2,2,0,0,0,2,1,True,False,"['bilim', '##ci']",['karışık']
205,medya,sevgili,"0,25","1,25",False,True,False,True,False,False,False,True,"4,68",43326,37193,FALSE,FALSE,0,0,0,0,1,0,0,5,5,5,0,1,1,0,0,0,1,1,False,False,['medya'],['sevgili']
206,biçimlendirilmişlerdir,iyiliyorsun,"0,583333333","0,75",False,True,False,True,False,False,False,True,,1,0,TRUE,FALSE,0,0,0,0,1,0,0,1,0,0,2,1,2,2,2,2,4,3,True,True,"['biçim', '##lendir', '##ilmiş', '##lerdir']","['iyi', '##liyor', '##sun']"
207,kırmızı,okul,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,56298,55774,FALSE,FALSE,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['kırmızı'],['okul']
208,gülümseme,somurtma,0,"8,916666667",False,True,True,False,False,True,False,False,,1548,7,FALSE,FALSE,0,1,1,0,0,0,0,3,1,1,2,1,2,0,0,0,2,3,True,True,"['gülümsem', '##e']","['som', '##urt', '##ma']"
209,okul,kitaplıklar,"1,333333333","7,5",False,True,True,False,False,True,False,False,"6,6",55774,84,FALSE,FALSE,0,0,0,1,0,0,1,5,2,2,0,1,1,0,1,1,1,2,False,True,['okul'],"['kitap', '##lıklar']"
210,atatürkçülerden,palto,"0,25","1,083333333",False,True,False,True,False,False,False,True,,6,855,FALSE,FALSE,0,0,0,0,1,0,0,1,3,1,1,0,1,2,0,2,3,2,True,True,"['atatürk', '##çü', '##lerden']","['pal', '##to']"
211,kadeh,bıçak,"1,75","4,666666667",False,True,False,True,False,False,False,True,"6,75",2684,8509,FALSE,FALSE,0,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,1,1,False,False,['kadeh'],['bıçak']
212,özgür,haber,"0,833333333",6,False,True,True,False,False,True,False,False,,28827,119460,FALSE,FALSE,0,0,0,1,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['özgür'],['haber']
213,palto,kapüşon,"2,666666667","7,5",False,True,True,False,False,True,False,False,"6,77",855,5,FALSE,FALSE,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,2,3,True,True,"['pal', '##to']","['kap', '##üş', '##on']"
214,ibadet,namaz,"4,25","8,333333333",False,True,True,False,False,True,False,False,"2,67",5116,6615,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['ibadet'],['namaz']
215,soyut,somut,0,"9,25",False,True,True,False,False,True,False,False,,4801,23545,FALSE,FALSE,0,1,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['soyut'],['somut']
216,süresiz,ebediyeten,"7,416666667","9,166666667",True,False,True,False,True,False,False,False,"2,15",2757,2,FALSE,FALSE,1,0,1,0,0,0,0,3,1,1,1,1,1,0,0,0,2,3,True,True,"['süresi', '##z']","['ebedi', '##yet', '##en']"
217,taşıt,kamyon,"4,083333333","8,416666667",False,True,True,False,False,True,False,False,"6,63",10701,8715,FALSE,FALSE,0,0,0,1,0,1,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['taşıt'],['kamyon']
218,tren,yakıt,"1,333333333","7,416666667",False,True,True,False,False,True,False,False,"6,9",14751,12371,FALSE,FALSE,0,0,1,0,0,0,0,4,4,4,0,1,1,0,0,0,1,1,False,False,['tren'],['yakıt']
219,yoldaş,keşiş,"1,166666667","3,75",False,True,False,True,False,False,False,True,,894,306,FALSE,FALSE,0,0,0,1,0,0,0,3,2,2,1,0,1,0,0,0,1,2,False,True,['yoldaş'],"['keş', '##iş']"
220,horoz,sefer,"0,25","0,166666667",False,True,False,True,False,False,False,True,,1814,24702,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,2,1,True,False,"['hor', '##oz']",['sefer']
221,tabure,çerçeve,"0,583333333","0,75",False,True,False,True,False,False,False,True,"6,7",136,17814,FALSE,FALSE,0,0,0,1,0,0,0,2,4,2,0,0,0,0,0,0,2,1,True,False,"['tabur', '##e']",['çerçeve']
222,kordon,gülümseme,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,1701,1548,FALSE,FALSE,0,0,0,0,1,0,0,3,3,3,0,2,2,0,0,0,2,2,True,True,"['kor', '##don']","['gülümsem', '##e']"
223,zeki,akıllı,6,"8,666666667",True,False,True,False,True,False,False,False,"2,29",25139,16388,FALSE,FALSE,1,0,1,0,0,0,0,4,4,4,0,1,1,0,0,0,1,1,False,False,['zeki'],['akıllı']
224,gençmişçesine,yaşlıymışçasına,"0,083333333","8,083333333",False,True,True,False,False,True,False,False,,0,0,TRUE,TRUE,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4,True,True,"['genç', '##miş', '##çesi', '##ne']","['yaşlı', '##ymış', '##çası', '##na']"
225,nezle,ilaç,"1,416666667","7,5",False,True,True,False,False,True,False,False,"5,2",1168,42220,FALSE,FALSE,0,0,1,0,0,0,0,3,5,3,0,0,0,0,0,0,2,1,True,False,"['nez', '##le']",['ilaç']
226,ilaç,çare,"4,333333333","8,25",False,True,True,False,False,True,False,False,"6,56",42220,12319,FALSE,FALSE,1,0,1,0,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['ilaç'],['çare']
227,devlet,para,"0,75","6,416666667",False,True,True,False,False,True,False,False,"3,73",336669,207792,FALSE,FALSE,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['devlet'],['para']
228,kavramsallaştırsın,çocuk,"0,333333333","0,333333333",False,True,False,True,False,False,False,True,,0,137866,TRUE,FALSE,0,0,0,0,1,0,0,0,5,0,2,0,2,1,0,1,4,1,True,False,"['kavram', '##sal', '##laştır', '##sın']",['çocuk']
229,somurtma,kağıt,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,7,14940,FALSE,FALSE,0,0,0,0,1,0,0,1,4,1,1,0,1,0,0,0,3,1,True,False,"['som', '##urt', '##ma']",['kağıt']
230,evrensel,bilimci,"0,25","3,083333333",False,True,False,True,False,False,False,True,"2,2",15287,1213,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,1,2,2,0,0,0,1,2,False,True,['evrensel'],"['bilim', '##ci']"
231,barınak,soğuk,"0,416666667","3,666666667",False,True,False,True,False,False,False,True,"6,43",890,37223,FALSE,FALSE,0,0,0,1,0,0,0,3,5,3,1,0,1,0,0,0,2,1,True,False,"['barın', '##ak']",['soğuk']
232,ilaç,yakıt,"0,583333333","1,5",False,True,False,True,False,False,False,True,"6,56",42220,12371,FALSE,FALSE,0,0,0,0,1,0,0,5,4,4,0,1,1,0,0,0,1,1,False,False,['ilaç'],['yakıt']
233,evetçiler,yağmur,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,50,22203,FALSE,FALSE,0,0,0,0,1,0,0,2,4,2,1,0,1,1,0,1,2,1,True,False,"['evet', '##çiler']",['yağmur']
234,başlamadılarsa,düzenci,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,1,19,FALSE,FALSE,0,0,0,0,1,0,0,1,1,1,1,2,2,2,0,2,3,2,True,True,"['başlama', '##dılar', '##sa']","['düzen', '##ci']"
